pro_rank,title,open_date,profit,percent,total_profit,ticket,total_ticket,screen,screen_shot,make_c,dist_c,mov_class,genre,director,actor
325,"방황하는 칼날",2014.4.10,7828891800,0.40%,7828891800,989906,989906,594,38850,(주)에코필름,씨제이이앤엠(주),청소년관람불가,"범죄,스릴러",이정호,"이진성,정재영,이성민,서준영,박정호,박지영,박진선,서주연,안지현,유지은,정혜정,차수빈,이동기,이수경,이승현,이주승,김기현,김수진,김원진,김태준,김현,김현호,김희석,김홍파,김대명,정석용,오정세,김태준"
326,"만남의 광장",2007.8.15,7819284000,0.80%,7819284000,1211528,1211528,256,28301,(주)씨와이필름,(주)쇼박스,12세이상관람가,코미디,김종진,"임창정,박진희,김수미,류승범,최우혁,최무인,서태민,이형철,백일섭,심원철,박경순,손종학,이한위,김광규,손진호,박현영,김희원"
327,"인사동 스캔들",2009.4.29,7780811000,0.80%,7780811000,1187684,1187684,305,33106,(주)쌈지,에스케이텔레콤(주),15세이상관람가,"드라마,범죄,액션",박희곤,"김래원,엄정화,임하룡,홍수현,박영석,최호진,유성진,최선호,전형준,박송해,정지훈,이해원,이장희,이형주,김병옥,김홍파,유순철,이얼,오정세,지대한,손병호,이봉규,김강일"
328,황진이,2007.6.6,7763409000,0.80%,7763409000,1191690,1191690,456,39067,"(주)씨네이천,(주)씨즈엔터테인먼트",(주)시네마서비스,15세이상관람가,"드라마,멜로/로맨스",장윤현,"송혜교,유지태,류승룡,윤여정,정유미,김병철,김유정,김응수,김현아,허지원,김명철,최재욱,박철호,조원일,심온,박철호,김석기,유연수,장문정,윤지혜,박성일,박성환,오영두,이광희,이다경,조승연,이미소,김호연,손종학,윤영민,김부선,오태경,배용근,손진호,장원영,진용욱,예수정,리우진"
329,행복,2007.10.3,7737599000,0.80%,7737599000,1174477,1174477,332,35502,"라이필름,영화사 집",(주)쇼박스,15세이상관람가,"드라마,멜로/로맨스",허진호,"황정민,임수정,공효진,신종민,남주현,박혜은,최명화,최민선,이홍재,장진희,임병관,김창섭,이한우,박인환,유승목,신신애(신금애),아용주,류승수"
330,"못말리는 결혼",2007.5.10,7712339500,0.80%,7712339500,1188326,1188326,299,34518,"(주)컬처캡미디어,엠넷미디어",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,코미디,김성욱,"김수미,김애경,유진,하석진,임채무,윤다훈,김경욱,최기석,박경희,이화순,김재혁,성은,장소연,임채무"
331,"파괴된 사나이",2010.7.1,7683092100,0.80%,7683092100,1010060,1010060,363,31973,"아이러브시네마,(주)아이필름홀딩스","(주)시너지하우스 (시너지)",청소년관람불가,"드라마,스릴러",우민호,"김명민,엄기준,박주미,이병준,김소현,이경근,박지애,김병욱,김태호,최민서,이희주,임윤주,박수용,오민석,이나경,신현종,안서현"
332,"불한당: 나쁜 놈들의 세상",2017.5.17,7674017125,0.40%,7674017125,953985,953985,860,38916,"씨제이이앤엠(주),(주)바른손",씨제이이앤엠(주),청소년관람불가,"범죄,액션,드라마",변성현,"설경구,임시완,김희원,전혜진,이경영,김성오,허준호,박정주,박지호,박형우,임효은,정기욱,주현수,윤준희,최형욱,이미소,이시훈,이영호,이은비,이인규,이정우,이정호,김말구,문지윤"
333,허브,2007.1.11,7652767000,0.80%,7652767000,1304662,1304662,267,30263,케이엠컬쳐㈜,(주)쇼박스,12세이상관람가,드라마,허인무,"강혜정,정경호,배종옥,이미영,이영유,황선화,심태윤,강승희,박성현,이미도,이원종,오정세,최종률,엄수정"
334,"심장이 뛴다",2011.1.5,7624895500,0.60%,7624895500,1025243,1025243,445,26876,"(주)오죤필름,(유)대결문화산업전문회사",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,드라마,윤재근,"김윤진,박해일,강신일,강신일,한유빈,조윤정,조정준,박현숙,방윤지,서아름,문대영,김경태,임혜진,장유진,전병철,권민경,박선영,정민교,엄세현,이윤재,이승준,박진우,이희준,전배수,이한위,남성호,김상호"
335,"이장과 군수",2007.3.29,7594186000,0.80%,7594186000,1179661,1179661,315,35021,(주)싸이더스,씨제이엔터테인먼트,12세이상관람가,코미디,장규성,"차승원,유해진,김응수,최정원,강귀호,조상범,김보라,남일우,정강조,유재인,유호준,김철웅,이승호,이경철,양은주,이원종,변희봉,염정아,정대용,이승호,전원주"
336,"오직 그대만",2011.10.20,7591008500,0.60%,7591008500,1027622,1027622,435,35365,"(주)51k,(주)에이치비엔터테인먼트",(주)쇼박스,15세이상관람가,멜로/로맨스,송일곤,"소지섭,한효주,김혜진,최재훈,김희승,신용철,신은진,최제헌,강신일,오광록,김현철,최철수,최혜진,심철민,표형렬,안재민,백지영,권지훈,강성대,박갑진,박동규,김성종,인지연,장성희,오정택,최욱,최은혜,이길우,김윤영,윤종화,조성하"
337,염력,2018.1.31,7484684112,0.40%,7484684112,990111,990111,1099,45676,(주)영화사레드피터,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"드라마,코미디",연상호,"류승룡,심은경,박정민,김민재,정유미,이승용,예수정"
338,각설탕,2006.8.10,7424957700,0.80%,7424957700,1229762,1229762,228,23671,(주)싸이더스,씨제이엔터테인먼트,전체관람가,드라마,이환경,"임수정,박은수,김유정,김기천,김광규,박길수,정경호,유오성,허재영,신형철,박태종,배정윤,양희진,이태용,이준철,오태경,김상호,권병길"
339,"6년째 연애중",2008.2.5,7422697000,0.80%,7422697000,1112238,1112238,326,27465,(주)피카소필름,(주)스튜디오210,15세이상관람가,"멜로/로맨스,드라마",박현진,"김하늘,윤계상,차현정,신성록,김혜옥,허자연,김란,이상엽,안병래,김나연,서동원,정동규,김용완,김지애,이대연,옥지영,아용주,진용욱"
340,"서양 골동 양과자점 앤티크",2008.11.13,7420399500,0.70%,7420399500,1181322,1181322,436,42157,"영화사 집,(주)수필름","오퍼스픽쳐스,(주)쇼박스",15세이상관람가,드라마,민규동,"주지훈,김재욱,유아인,최지호,탁트인,김라희,조수빈,박찬형,이상하,유정훈,박상훈,이휘향,문희경,서영희,김규리,이영진,김창완,박준면,조희봉,이주실,남명렬"
341,"해적: 바다로 간 산적",2014.8.6,7411510000,0.40%,66372140706,976719,8666208,678,24840,(주)하리마오픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,어드벤처,이석훈,"김남길,손예진,유해진,이경영,오달수,김태우,박철민,신정근,김원해,조달환,조희봉,정성화,최진리,이이경,강대욱,서왕석,서재현,서진석,서현석,성호제,송용호,심윤보,엄세현,유민경,이동철,장지웅,정경우,차민호,권성영,김경식,김기환,김대현,김재학,김주동,김준아,김한준,도현운,안내상,이대연,전배수,김강일,박해수"
342,허삼관,2015.1.14,7410215569,0.40%,7410215569,956103,956103,621,27661,"(주)두타연,(주)판타지오픽쳐스",(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,하정우,"하정우,하지원,전혜진,장광,주진모,성동일,이경영,김영애,정만식,조진웅,김기천,김성균,윤은혜,황보라,강민지,전현석,정우진,이경원,이민호,이수인,이승준,이승호,김재화,김시은"
343,"미쓰 와이프",2015.8.13,7387086869,0.40%,7387086869,988451,988451,437,28864,(주)영화사아이비젼,메가박스중앙(주)플러스엠,15세이상관람가,코미디,강효진,"엄정화,송승헌,김상호,라미란,서신애,임보경,강현구,백승호,정지안,조훈휘,최윤철,유영채,홍석현,이승호,이연주,이은정,고수희,안소연,양도연,염동현,황석하,정지훈,조덕제,김병춘,최종률,정유석,이용녀,최일화,곽지유,김영용,서승원,조경현"
344,"시체가 돌아왔다",2012.3.29,7360631000,0.60%,7360631000,986923,986923,435,36705,(주)씨네이천,씨제이이앤엠(주),15세이상관람가,"범죄,드라마",우선호,"이범수,류승범,김옥빈,정만식,유다인,신정근,고창석,정인기,오정세,배정남,최동헌,김병오,최태환,박혜인,서성만,윤석진,손종학"
345,"시실리 2km",2004.8.13,7340447000,4.60%,7340447000,1152668,1152668,86,13327,한맥영화(주),(주)쇼박스,15세관람가,코미디,신정원,"권오중,김윤석,임은경,임창정,주진모,최원석,정소연,이재민,변희봉,우현,신이"
346,"싸움의 기술",2006.1.5,7330992000,0.80%,7330992000,1146422,1146422,216,23077,"코리아 엔터테인먼트",씨제이엔터테인먼트,15세관람가,코미디,신한솔,"백윤식,재희,김응수,허종수,송승현,김무유,최여진,박종하,이동진,변승현,한정훈,장성현,박성준,신현탁,길해연,조상건,장준녕,권병길,조성하"
347,"B형 남자친구",2005.2.3,7324579000,0.80%,7324579000,1174581,1174581,167,20316,(주)시네마제니스,롯데쇼핑㈜롯데엔터테인먼트,12세관람가,코미디,최석원,"이동건,한지혜,김꽃비,김정우,강기화,최석주,최성은,이진환,이현진,김준수,이용주,김해곤,박현영,신이"
348,"우리는 형제입니다",2014.10.23,7263255399,0.40%,7263255399,970373,970373,566,41638,필름있수다,(주)쇼박스,12세이상관람가,"코미디,드라마",장진,"김성균,조진웅,윤진이,김원,김지경,이효제,김병옥,이철민,김원해,이상수,이한위,이해영,배제기,조복래,차은재"
349,"원더풀 라디오",2012.1.5,7255598000,0.50%,7255598000,986287,986287,474,29204,"(주)영화사아이비젼,(주)대명문화공장",(주)쇼박스,15세이상관람가,"드라마,멜로/로맨스",권칠인,"이민정,이정진,이광수,서영,황보현,이범규,박지연,서미래,김병옥,조우진,김해숙,김창완,지대한,안미나"
350,아저씨,2010.8.4,7240527000,0.50%,47102707500,941408,6178452,359,33333,오퍼스픽쳐스,씨제이엔터테인먼트,청소년관람불가,"액션,드라마",이정범,"원빈,김새론,김희원,김성오,김태훈,김호연,김성훈,김효민,김효서,신동민,홍석준,조영아,홍의정,이재원,조용현,박준우,최현아,황재순,박혜리,박호진,홍소희,노승우,임효우,이건문,백현익,서정주,김도형,민소연,이상하,박병렬,장민주,장준호,박성택,오정식,정도원,김창민,양종현,서민경,김지민,남경읍,송영창,이종필,조재윤,장준녕"
351,"달콤한 인생",2005.4.1,7233790500,0.80%,7233790500,1112717,1112717,265,30657,(주)영화사봄,씨제이엔터테인먼트,18세관람가,액션,김지운,"이병헌,김영철,신민아,김뢰하,이기영,오달수,진구,정유미,허명행,손정민,김효현,양강연,홍은미,박종민,서정희,윤정섭,윤진율,정원경,박성규,박성균,오유진,전혜민,이안규,오유진,박진우,하용진,전국환,김해곤,황정민,문정혁,곽민호,이승호,이한솔"
352,"고산자, 대동여지도",2016.9.7,7201884758,0.40%,7801007258,893009,974262,756,31682,(주)시네마서비스,씨제이이앤엠(주),전체관람가,사극,강우석,"김율호,차승원,유준상,김인권,남지현,신동미,남경읍,태인호,공형진,김종수,이형길,임경욱,박선용,박상훈,박정호,박진영,백동현,송민석,송원종,양해길,양희정,전수정,전호근,정명수,정봉연,정진근,조경섭,윤성민,윤준호,이덕형,이문형,이성원,이수민,이승철,이윤상,지동주,지현준,최은식,최한기,한명철,홍광표,홍대영,노남석,정준용,김기정,오희준"
353,백야행,2009.11.19,7121437000,0.70%,7121437000,949896,949896,387,30390,"(주)시네마서비스,폴룩스픽쳐스(주)",(주)시네마서비스,청소년관람불가,"멜로/로맨스,미스터리,범죄,스릴러",박신우,"한석규,손예진,고수,이민정,김정국,손소영,서동수,정진,박혜련,한상희,서진원,최은선,김지현,박성웅,박진우,최진호,윤다경,예수정"
354,"S 다이어리",2004.10.22,7024070500,0.80%,7024070500,1098583,1098583,169,20150,(주)아이필름홀딩스,"씨제이엔터테인먼트,아이러브시네마",15세관람가,코미디,권종관,"공유,김광일,홍윤희,최우혁,이현우,이하나,김수로,김선화,김선아,김미경,최철수,안현주,서상우,임재연,오주은,이찬호,이철호,이충신,이찬호"
355,"방가? 방가!",2010.9.30,7011202000,0.50%,7013842000,971916,972431,312,41553,(주)상상역엔터테인먼트,"(주)시너지하우스 (시너지)",12세이상관람가,"코미디,드라마",육상효,"김인권,김정태,신현빈,칸 모하마드 아사두즈만,홍덕표,노재훈,이호정,전병덕,최연우,정석용,신정근,전국환,박영수"
356,동창생,2013.11.6,7010197126,0.40%,7010197126,1048280,1048280,660,36401,"더램프(주),(주)황금물고기",(주)쇼박스,15세이상관람가,"액션,드라마",박홍수,"최승현,한예리,윤제문,조성하,김유정,배성민,백주연,서정훈,송은영,안성민,이미지,이소민,이정수,이준수,이한솔,권혁석,임병우,정대곤,전도영,김정섭,차준호,최정선,허진찬,박태기,박성웅,동현배,유재명,정호빈,박길수,유하복,서동수,진용욱,이주실"
357,"지금 사랑하는 사람과 살고 있습니까?",2007.8.15,7004658500,0.80%,7004658500,1042955,1042955,291,26165,(주)씨네이천,(주)시네마서비스,청소년관람불가,"드라마,멜로/로맨스",정윤수,"박용우,한채영,이동건,엄정화,허은,박인영,심준보,이현순,이형숙,강성필"
358,인랑,2018.7.25,6994722173,0.40%,6994722173,897544,897544,1085,25423,"(주)루이스 픽쳐스","워너브러더스 코리아(주)",15세이상관람가,"SF,액션",김지운,"강동원,한효주,정우성,김무열,최민호,한예리,신은수,허준호,문예원,김현준,이가경,박형수,전여빈,김기태"
359,살인의뢰,2015.3.12,6986456737,0.40%,6986456737,855980,855980,646,35244,(주)미인픽쳐스,씨네그루(주)다우기술,청소년관람불가,"범죄,스릴러",손용호,"김상경,김성균,박성웅,윤승아,조재윤,김의성,기주봉,홍성덕,오대환,이정훈,이진수,박소희,박일우,박혜미,송영창,태욱,김덕순,이다희,이상인,이용출,임종윤"
360,가족,2004.9.3,6978095000,0.80%,8051239500,1102565,1270581,104,22958,튜브픽쳐스(주),(주)튜브엔터테인먼트,15세관람가,드라마,이정철,"수애,주현,박지빈,박희순,박상영,정욱,박상우,오현수,전국환"
361,최강로맨스,2007.1.25,6931136500,0.70%,6931136500,1190703,1190703,253,26656,"㈜더드림앤드픽쳐스,(주)디알엠엔터테인먼트",(주)쇼박스,15세이상관람가,"멜로/로맨스,코미디",김정우,"이동욱,현영,손승진,정현,박진호,류성열,마창일,모종혁,김도현,이상하,유용주,곽진석,권기덕,전혜진,임영수,오현암,이영림,김진숙,이현수,조승연,이종석,황석정,이종수,이도겸"
