기간별 박스오피스 검색 리스트(2012.2 - 2018.7),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
rank,movieNm,movieCd,profit,profitPercent,profitAcc,audiCnt,audiAcc,scrnCnt,showCnt,nation,nations,maker,provier,rating , genre,director,actor
219,저스티스 리그,2017-11-15,14629692795,0.001,14629692795,1786386,1786386,1308,73393,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,판타지,SF",잭 스나이더,"벤 애플렉,갤 가돗,제이슨 모모아,레이 피셔,에즈라 밀러,헨리 카빌,J.K. 시몬스,윌렘 데포,제레미 아이언스,엠버 허드,코니 닐슨,에이미 아담스,다이안 레인"
220,공범,2013-10-24,12333110882,0.001,12333110882,1766285,1766285,611,51425,한국,한국,선샤인필름(주),씨제이이앤엠(주),15세이상관람가,"스릴러,드라마",국동석,"손예진,김갑수,임형준,이규한,조안,강신일,유원선,이선아,장루비,최단비,함채영,김광규,박사랑,임종윤,유지연"
221,나를 찾아줘,2014-10-23,14017716731,0.001,14017716731,1764233,1764233,689,50846,미국,미국,,이십세기폭스코리아(주),청소년관람불가,스릴러,데이빗 핀처,"벤 애플렉,로자먼드 파이크,닐 패트릭 해리스,미시 파일"
222,대호,2015-12-16,13487593632,0.001,13487593632,1761973,1761973,892,44805,한국,한국,(주)사나이픽처스,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,사극,박훈정,"최민식,정만식,김상호,성유빈,오스기 렌,정석원,김홍파,라미란,이은우,현승민,우정국,박인수,김진혁,양준호,양호성,윤성민,이상민,장한별,주창욱,남연우,유재명,박지환"
223,제보자,2014-10-02,13515762802,0.001,13515762802,1755181,1755181,676,58358,한국,한국,(주)영화사수박,메가박스중앙(주)플러스엠,12세이상관람가,드라마,임순례,"박해일,유연석,이경영,박원상,류현경,송하윤,김강현,김수안,김중기,이봉규,이승준,박세정,서지원,안수정,양대성,정보현,조남호,최성진,황현태,김경란,김도윤,김유민,김지은,유재명,장문규,김새벽,정훈석,최희진,김원해,장광,김영재,황정민,한기중,이미도,최용민,권해효,남명렬"
224,전설의 주먹,2013-04-10,12777314500,0.001,12777314500,1744585,1744585,724,57593,한국,한국,(주)시네마서비스,씨제이이앤엠(주),청소년관람불가,"드라마,액션",강우석,"황정민,유준상,이요원,윤제문,정웅인,성지루,지우,장영주,장임태,장준석,장한별,전상민,전재형,정동혁,정윤성,주창욱,채성원,천준호,최봉록,최춘범,최충열,허명행,박용균,박재영,이수민,구원,박정민,박진우,서범식,강신일,강성진,김종수"
225,이미테이션 게임,2015-02-17,13656373620,0.001,13656373620,1744016,1744016,541,44785,영국,영국,,메가박스중앙(주)플러스엠,15세이상관람가,"드라마,스릴러",모튼 틸덤,"베네딕트 컴버배치,키이라 나이틀리,매튜 구드"
226,씽,2016-12-21,13266175589,0.001,13266175589,1730773,1730773,795,36836,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"애니메이션,뮤지컬",가스 제닝스,"매튜 매커너히,리즈 위더스푼,스칼렛 요한슨,태런 에저튼,세스 맥팔레인"
227,러브픽션,2012-02-29,13115764500,0.001,13200551500,1713410,1726227,617,44073,한국,한국,"(주)삼거리픽쳐스,(주)판타지오",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"멜로/로맨스,코미디",전계수,"하정우,공효진,이병준,지진희,유인나,최유화,전수지,장동찬,정동철,최재용,최준용,이원함,박재한,이규원,이규희,김재화,차은재,아용주,박준면,조희봉,박영수"
228,킬러의 보디가드,2017-08-30,14020395800,0.001,14020395800,1721757,1721757,482,42002,미국,미국,,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",15세이상관람가,"액션,코미디",패트릭 휴즈,"라이언 레놀즈,사무엘 L. 잭슨,셀마 헤이엑,게리 올드만"
229,언터처블: 1%의 우정,2012-03-22,12738773000,0.001,12738773000,1721132,1721132,454,48985,프랑스,프랑스,,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"코미디,드라마","올리비에르 나카체,에릭 토레다노","프랑수아 클뤼제,오마 사이"
230,샌 안드레아스,2015-06-03,14435844152,0.001,14435844152,1716455,1716455,847,62016,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,드라마,스릴러",브래드 페이튼,"드웨인 존슨,알렉산드리아 다다리오"
231,파파로티,2013-03-14,11825934000,0.001,11825934000,1716429,1716429,552,53601,한국,한국,케이엠컬쳐㈜,(주)쇼박스,15세이상관람가,드라마,윤종찬,"한석규,이제훈,오달수,조진웅,강소라,이재용,채성원,홍준표,송원종,배성우,차종호,성유빈"
232,쎄시봉,2015-02-05,13571515911,0.001,13571515911,1715370,1715370,829,51744,한국,한국,"유한회사 제이필름,(주)무브픽쳐스",씨제이이앤엠(주),15세이상관람가,"멜로/로맨스,코미디,드라마",김현석,"김윤석,정우,한효주,김희애,진구,장현성,강하늘,조복래,김인권,장미진,강명찬,정수교,조성관,천준호,최남주,최성택,최성택,최충열,송민석,박소담,오하늬,윤준호,이미소,김승찬,이병훈,이상희,이승현,안재홍,이대연,이동훈,권해효"
233,쥬만지: 새로운 세계,2018-01-03,13836031864,0.001,13836031864,1711266,1711266,791,41818,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,"액션,어드벤처",제이크 캐스단,"드웨인 존슨,잭 블랙,케빈 하트,카렌 길런"
234,콩: 스컬 아일랜드,2017-03-08,13990563383,0.001,13990563383,1689717,1689717,984,56425,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,판타지",조던 복트-로버츠,"톰 히들스턴,브리 라슨,사무엘 L. 잭슨,존 굿맨"
235,피끓는 청춘,2014-01-22,11688382888,0.001,11688382888,1676040,1676040,679,36081,한국,한국,(주)담소필름,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"코미디,멜로/로맨스,드라마",이연우,"박보영,이종석,이세영,김영광,신현탁,우혜영,장세준,박지영,손지훈,송정민,안지혜,정승호,윤보현,정현진,조유진,조현주,이경주,이덕화,최영,최현영,홍수정,이예진,이은정,이정아,김기철,김동준,김수정,김영,김종현,김지혜,김하경,박선주,박정민,라미란,여윤호,김광규,유하복,권해효,김희원,정재훈"
236,23 아이덴티티,2017-02-22,13609648135,0.001,13609648135,1675819,1675819,952,44104,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,스릴러,M. 나이트 샤말란,"제임스 맥어보이,안야 테일러 조이,헤일리 루 리차드슨,베티 버클리,브래드 윌리엄 헨크,킴 디렉터,스털링 K. 브라운"
237,마다가스카의 펭귄,2014-12-31,12498978959,0.001,12498978959,1661230,1661230,615,28668,미국,미국,,씨제이이앤엠(주),전체관람가,"애니메이션,코미디,어드벤처,가족","에릭 다넬,사이몬 J.스미스","베네딕트 컴버배치,존 말코비치,톰 맥그라스,크리스 밀러,크리스토퍼 나이츠,켄 정"
238,아이스 에이지 4: 대륙 이동설,2012-07-25,12291969704,0.001,12291969704,1648110,1648110,501,26899,미국,미국,,이십세기폭스코리아(주),전체관람가,"애니메이션,어드벤처,코미디,가족","스티브 마티노,마이크 트메이어","존 레귀자모,레이 로마노,데니스 리어리,퀸 라티파,제니퍼 로페즈"
239,공모자들,2012-08-29,12240964500,0.001,12240964500,1646142,1646142,496,44959,한국,한국,(주)영화사채움,"씨너스엔터테인먼트(주),타임스토리그룹(주)",청소년관람불가,"범죄,스릴러",김홍선,"임창정,최다니엘,오달수,조윤희,조달환,정지윤,최일화,박일목,임향주,권태호,최은용,최지향,박승명,오상진,라미란,김재화,손종학,김규선,공정환"
240,임금님의 사건수첩,2017-04-26,12651193723,0.001,12651193723,1635003,1635003,1054,53005,한국,한국,"(주)영화사람,씨제이이앤엠(주),(주)더타워픽쳐스",씨제이이앤엠(주),12세이상관람가,"코미디,어드벤처,액션",문현성,"이선균,안재홍,김희원,주진모,장영남,경수진,정해인,조영진,박용균,박정민,박진욱,박형수,서병철,심상용,안용우,조제웅,유하나,윤기현,이상원,이승일,이승훈,이영호,이웅희,이재현,이재환,이정민,이주원,최용훈,김종훈"
241,라이프 오브 파이,2013-01-01,440237100,0,16310818600,41271,1634734,87,2239,미국,미국,,"주식회사 해리슨앤컴퍼니,이십세기폭스코리아(주)",전체관람가,"어드벤처,드라마",이안,"수라즈 샤르마,이르판 칸,라프 스팰"
242,마다가스카3 : 이번엔 서커스다!,2012-06-06,12521508500,0.001,12521508500,1629892,1629892,564,34163,미국,미국,,씨제이이앤엠(주),전체관람가,"애니메이션,어드벤처,코미디","에릭 다넬,톰 맥그라스,콘래드 베논","벤 스틸러,크리스 록,데이빗 쉼머,제이다 핀켓 스미스,프란시스 맥도먼드"
243,두근두근 내 인생,2014-09-03,12291081634,0.001,12291081634,1624601,1624601,629,40158,한국,한국,영화사 집,씨제이이앤엠(주),12세이상관람가,드라마,이재용,"송혜교,김승욱,강동원,조성목,백일섭,황석정,안현정,강상대,신동길,양승걸,이강진,이동민,전상원,정동혁,정해진,허준석,김동섭,김소진,김승찬,김화목,도현민,박광설,채서진,김태준"
244,우아한 거짓말,2014-03-13,11705024300,0.001,11728905300,1615259,1619277,573,57470,한국,한국,"(주)유비유필름,(주)무비락",CGV아트하우스,12세이상관람가,드라마,이한,"김희애,고아성,김유정,김향기,유아인,강다영,강다정,박지영,박진수,선현철,장세영,오유진,정난희,조민영,조수정,이경원,이경원,이나현,이수경,한재훈,이승준,이은진,이재구,이재은,황은정,김민아,김민정,김영재,김지훈,김해일,김화목,박송해,송지인"
245,하울링,2012-02-16,2228497000,0,11765293500,310986,1612554,441,16089,한국,한국,오퍼스픽쳐스,씨제이이앤엠(주),15세이상관람가,"범죄,드라마",유하,"송강호,이여진,이나영,박민규,이민호,임현성,정진,조은별,주영민,한민혁,이승현,이종혁,박정률,박진우,신정근,이민아,조영진,남보라"
246,스타트렉 다크니스,2013-05-30,12966508000,0.001,12966508000,1605439,1605439,607,40507,미국,미국,파라마운트 픽쳐스,씨제이이앤엠(주),12세이상관람가,"액션,SF,어드벤처",J.J. 에이브럼스,"크리스 파인,칼 어번,조 샐다나,안톤 옐친,재커리 퀸토,베네딕트 컴버배치"
247,더 폰,2015-10-22,12309164568,0.001,12309164568,1593694,1593694,794,53599,한국,한국,(주)미스터로맨스,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"스릴러,액션",김봉주,"손현주,엄지원,배성우,김성종,권지훈,조용관,정한빈,정진근,장한별,임태훈,이확광,이병권,김경애,김광섭,이광기,김영민,김용환,김소영,김주희,김태환,김한준,서병철,백동현,이철민,노정의,장인섭,조달환,황석정"
248,300: 제국의 부활,2014-03-06,13395159700,0.001,13395159700,1593116,1593116,720,54902,미국,미국,,워너브러더스 코리아(주),청소년관람불가,"액션,드라마,전쟁",노암 머로,"레나 헤디,에바 그린,설리반 스탭플턴,로드리고 산토로"
249,위플래쉬,2015-03-12,12656715045,0.001,12656715045,1589048,1589048,574,56029,미국,미국,,(주)쇼박스,15세이상관람가,드라마,다미엔 차젤레,"마일즈 텔러,J.K. 시몬스"
250,용의자X,2012-10-18,11241013000,0.001,11241013000,1552055,1552055,553,42989,한국,한국,"(주)케이앤엔터테인먼트,씨제이이앤엠(주)",씨제이이앤엠(주),15세이상관람가,미스터리,방은진,"류승범,이요원,조진웅,김윤성,김보라,이석준,임성민,곽민호,권해효,남문철,남연우,명계남,송영창,이황의,박형수"
251,오블리비언,2013-04-11,11165841500,0.001,11165841500,1515356,1515356,634,47871,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,SF",조셉 코신스키,"톰 크루즈,모건 프리먼,올가 쿠릴렌코,앤드리아 리즈브로프"
252,몬스터 호텔 2,2015-12-24,11088271276,0.001,11088271276,1515104,1515104,686,25550,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,젠디 타타코브스키,"아담 샌들러,셀레나 고메즈,케빈 제임스,스티브 부세미"
253,엑소더스: 신들과 왕들,2014-12-03,12448333926,0.001,12448333926,1511845,1511845,865,43784,미국,"미국,영국,스페인",,이십세기폭스코리아(주),12세이상관람가,드라마,리들리 스콧,"크리스찬 베일,조엘 에저튼,시고니 위버,벤 킹슬리,아론 폴"
254,리틀 포레스트,2018-02-28,11814461485,0.001,11924399185,1489914,1505512,884,68370,한국,한국,(주)영화사수박,메가박스중앙(주)플러스엠,전체관람가,드라마,임순례,"김태리,류준열,문소리,진기주"
255,인디펜던스 데이 : 리써전스,2016-06-22,12770879840,0.001,12770879840,1500830,1500830,926,47432,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,어드벤처,SF",롤랜드 에머리히,"빌 풀만,리암 헴스워스,제프 골드블럼,비비카 A. 폭스,제시 어셔"
256,부라더,2017-11-02,11783109998,0.001,11783109998,1492903,1492903,889,54975,한국,한국,"(주)홍필름,(주)수필름",메가박스중앙(주)플러스엠,12세이상관람가,코미디,장유정,"마동석,이동휘,이하늬,류정수,배준수,석정호,신은영,안백승,안승주,채지혜,이성은,이수민,이은정,한명순,이재민,이하은,황인주,황종환,김근영"
257,해무(海霧),2014-08-13,11707382519,0.001,11707382519,1475582,1475582,584,33491,한국,한국,"(주)해무,(주)루이스 픽쳐스",(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,드라마,심성보,"김윤석,박유천,한예리,이희준,문성근,김상호,유승목,이승태,이재성,김기태,김영웅,김태엽,김태엽,윤제문,조덕제,기주봉,정대용,권병길,예수정"
258,차이나타운,2015-04-29,11990707878,0.001,11990707878,1472147,1472147,551,45149,한국,한국,폴룩스픽쳐스(주),CGV아트하우스,청소년관람불가,"범죄,드라마",한준희,"김혜수,김고은,엄태구,박보검,고경표,오대환,배유람,이혁준,백동현,조경섭,권지훈,김경애,오유진,우종현,유지현,김성종,이상희,이수경,김수안,정석용,이대연,이루리,안재홍,기주봉,조복래,이민지"
259,새미의 어드벤쳐 2,2012-08-01,10856334000,0.001,10856334000,1457406,1457406,486,26438,벨기에,벨기에,,씨제이이앤엠(주),전체관람가,"애니메이션,어드벤처",벤 스타센,"아이유,이기광,김원효"
260,위대한 개츠비,2013-05-16,10581329643,0.001,10581329643,1445248,1445248,562,36008,미국,"미국,호주",,워너브러더스 코리아(주),15세이상관람가,"드라마,멜로/로맨스",바즈 루어만,"레오나르도 디카프리오,캐리 뮬리건,토비 맥과이어"
