개봉일람 검색,,,,,,,,,,,,,,,,,
검색조건:[조회기간:2011년~2018년 대표국적:전체 영화구분:전체 영화유형:개봉영화],,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
"3,841 ",레퀴엠,다니엘 바렌보임,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2013-10-19,개봉영화,장편,독일,6 ,13556500,576 ,10758000,424 ,공연,전체관람가,다양성영화
"3,842 ",여자의 정사,후안 드라고,,주식회사 풍경소리,주식회사 풍경소리,2014-04-17,개봉영화,장편,미국,5 ,2912500,575 ,1620000,324 ,드라마,청소년관람불가,상업영화
"3,843 ",웨포나이즈드,티모시 우드워드 주니어,,(주)영화사아침,제인앤유,2016-07-06,개봉영화,장편,미국,1 ,2870000,574 ,2870000,574 ,액션,청소년관람불가,상업영화
"3,844 ",위대한 유산,그라함 맥라렌,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2015-03-12,개봉영화,장편,영국,5 ,9252000,574 ,6544000,386 ,공연,12세이상관람가,상업영화
"3,845 ",포르노 메이커,쉐인 스탠리,,주식회사 풍경소리,주식회사 풍경소리,2014-04-10,개봉영화,장편,미국,5 ,2911500,573 ,1620000,324 ,드라마,청소년관람불가,상업영화
"3,846 ",개똥이,김병준,영화사 새삶,,(주)씨타마운틴픽쳐스,2013-09-05,개봉영화,장편,한국,8 ,4058000,572 ,1009000,142 ,드라마,청소년관람불가,다양성영화
"3,847 ",저스트 프렌즈,안철호,(주)맑음영화사,,팝엔터테인먼트,2012-05-03,개봉영화,장편,한국,6 ,4097000,572 ,1864000,246 ,멜로/로맨스,15세이상관람가,다양성영화
"3,848 ",개인교수: 심화학습,정태령,영화사 인연,,(주)소나무픽쳐스,2016-02-18,개봉영화,장편,한국,20 ,3688000,571 ,1838000,215 ,멜로/로맨스,청소년관람불가,상업영화
"3,849 ",파르지팔,마이클 슐츠,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2013-05-16,개봉영화,장편,독일,2 ,15059000,571 ,13493000,515 ,공연,전체관람가,다양성영화
"3,850 ",포비아 2,반종 피산다나쿤,,(주)더블앤조이픽쳐스,(주)더블앤조이픽쳐스,2014-09-14,개봉영화,장편,태국,10 ,3627000,571 ,758000,117 ,공포(호러),청소년관람불가,다양성영화
"3,851 ",엄마에게,이홍재,이홍재 필름,,어뮤즈,2012-05-31,개봉영화,장편,한국,5 ,3333500,570 ,2249000,326 ,드라마,전체관람가,다양성영화
"3,852 ",파이오니아,에릭 스코졸드재르그,,포커스엔터테인먼트,예지림엔터테인먼트,2014-02-27,개봉영화,장편,노르웨이,5 ,2580000,570 ,0,0 ,액션,15세이상관람가,상업영화
"3,853 ",풀 스피드,니콜라스 베나무,,(주)스마일이엔티,(주)스마일이엔티,2017-08-24,개봉영화,장편,프랑스,8 ,4302100,570 ,3303300,412 ,코미디,15세이상관람가,다양성영화
"3,854 ",맛2,경석호,영화사 인연,,(주)소나무픽쳐스,2015-09-02,개봉영화,장편,한국,20 ,2852000,569 ,364000,68 ,멜로/로맨스,청소년관람불가,상업영화
"3,855 ",머나먼 세상속으로,장 크리스토프 드상,,(주)씨타마운틴픽쳐스,(주)씨타마운틴픽쳐스,2014-07-31,개봉영화,장편,프랑스,4 ,3701000,569 ,2240000,320 ,애니메이션,전체관람가,다양성영화
"3,856 ",미국인친구,성지혜,영화사 매화,,골든타이드픽처스(주),2014-06-12,개봉영화,장편,한국,5 ,3362000,569 ,1107000,140 ,드라마,청소년관람불가,다양성영화
"3,857 ",고백,정영배,"이글루픽쳐스,(주)오이필름",,더그레이트 컴퍼니,2015-08-20,개봉영화,장편,한국,20 ,2847000,568 ,364000,68 ,미스터리,청소년관람불가,다양성영화
"3,858 ","양 한 마리, 양 두 마리",황철민,"씨네굿,(주)두엔터테인먼트 ",,씨네굿,2011-12-01,개봉영화,장편,한국,4 ,3867000,568 ,3867000,568 ,드라마,12세이상관람가,다양성영화
"3,859 ",이바라키의 여름,전성호,부산MBC,,(주)씨에이씨엔터테인먼트,2015-08-06,개봉영화,장편,한국,5 ,3711500,568 ,181000,22 ,다큐멘터리,전체관람가,다양성영화
"3,860 ",팔스타프,제임스 레바인,,(주)인스터피씨엠,(주)인스터피씨엠,2014-04-19,개봉영화,장편,미국,2 ,12870500,567 ,12306000,541 ,공연,전체관람가,다양성영화
"3,861 ",동거의 목적,조성우,(주)씨네토리,,(주)제이에이와이이엔터테인먼트,2016-03-31,개봉영화,장편,한국,19 ,2945000,566 ,1239000,237 ,멜로/로맨스,청소년관람불가,상업영화
"3,862 ",룸13,데이빗 그로빅,,주식회사 더쿱,(주)팝엔터테인먼트,2014-11-13,개봉영화,장편,미국,8 ,4503500,565 ,2712000,330 ,범죄,청소년관람불가,상업영화
"3,863 ",니나 포에버,"벤 블레인,크리스 블레인",,(주)퍼스트런,"글뫼 주식회사,(주)퍼스트런",2016-10-20,개봉영화,장편,영국,27 ,4038500,563 ,2115500,302 ,멜로/로맨스,청소년관람불가,다양성영화
"3,864 ",드라큘라 2014,패트릭 맥마너스,,스크린조이,스크린조이,2014-10-07,개봉영화,장편,미국,4 ,3182300,563 ,335000,119 ,SF,15세이상관람가,상업영화
"3,865 ",용주골,최우성,핵존슨,,에이라인,2015-11-19,개봉영화,장편,한국,20 ,2823000,562 ,570000,114 ,드라마,청소년관람불가,상업영화
"3,866 ",윤희,윤여창,굿픽처스,,노바엔터테인먼트 ,2014-01-09,개봉영화,장편,한국,2 ,4354000,561 ,0,0 ,드라마,청소년관람불가,다양성영화
"3,867 ",착한 여비서의 목적,김효재,골든타이드픽처스(주),,골든타이드픽처스(주),2016-05-20,개봉영화,장편,한국,20 ,2889000,561 ,802000,160 ,멜로/로맨스,청소년관람불가,상업영화
"3,868 ",관음증,이상빈,골든타이드픽처스(주),,골든타이드픽처스(주),2016-02-25,개봉영화,장편,한국,20 ,2926000,559 ,993000,187 ,멜로/로맨스,청소년관람불가,상업영화
"3,869 ",투명인간 그리프,리온 포드,,CGV아트하우스,CGV아트하우스,2011-11-03,개봉영화,장편,호주,7 ,4333500,559 ,3313500,428 ,멜로/로맨스,12세이상관람가,다양성영화
"3,870 ",럭키 루크: 전설의 무법자,제임스 허스,,(주)소나무픽쳐스,(주)소나무픽쳐스,2016-05-05,개봉영화,장편,프랑스,5 ,2816000,557 ,2166000,427 ,어드벤처,15세이상관람가,다양성영화
"3,871 ",통통한 혁명,민두식,"(주)씨타마운틴픽쳐스,(주)맑음영화사",,(주)씨타마운틴픽쳐스,2012-08-02,개봉영화,장편,한국,8 ,3748000,557 ,2709000,400 ,멜로/로맨스,12세이상관람가,다양성영화
"3,872 ",젊은 엄마 4,김효재,골든타이드픽처스(주),,골든타이드픽처스(주),2016-04-28,개봉영화,장편,한국,20 ,2859000,556 ,831000,165 ,멜로/로맨스,청소년관람불가,상업영화
"3,873 ",청춘학당2 기생난입야사,김대성,(주)영화사히트,,(주)영화사히트,2016-03-03,개봉영화,장편,한국,20 ,3313000,556 ,1384000,226 ,코미디,청소년관람불가,상업영화
"3,874 ",트리쉬나,마이클 윈터바텀,,(주)시네마천국,(유)영화사 화수분,2014-03-20,개봉영화,장편,영국,6 ,3510000,556 ,2746000,416 ,멜로/로맨스,청소년관람불가,다양성영화
"3,875 ",감금의 시간,김대성,마법사필름,,마법사필름,2015-12-03,개봉영화,장편,한국,20 ,3310000,555 ,1384000,226 ,스릴러,청소년관람불가,상업영화
"3,876 ",루살카,오토 솅크,,(주)인스터피씨엠,(주)인스터피씨엠,2014-05-24,개봉영화,장편,미국,2 ,12406500,553 ,11464500,517 ,공연,전체관람가,상업영화
"3,877 ",언포기븐,엔리케 우르비주,,(주)더블앤조이픽쳐스,(주)더블앤조이픽쳐스,2014-09-12,개봉영화,장편,스페인,10 ,3428500,553 ,711000,113 ,스릴러,15세이상관람가,다양성영화
"3,878 ",라라피포,미야노 마사유키,,영화사 새사람,(주)수키픽쳐스,2014-07-03,개봉영화,장편,일본,1 ,3312000,552 ,3312000,552 ,코미디,청소년관람불가,상업영화
"3,879 ",신의 전사,조엘 노보아,,(주)에이블엔터테인먼트,(주)팝엔터테인먼트,2014-04-17,개봉영화,장편,베네수엘라,5 ,3834000,552 ,3339000,404 ,액션,15세이상관람가,다양성영화
"3,880 ",색끈한 퓨전사극 심청야사,강명진,고구마콘텐츠허브(주),,고구마콘텐츠허브(주),2015-12-17,개봉영화,장편,한국,20 ,3542000,551 ,2039000,267 ,사극,청소년관람불가,상업영화
"3,881 ",욜란타 & 푸른 수염의 성,게리 할버슨,,(주)인스터피씨엠,(주)인스터피씨엠,2015-09-26,개봉영화,장편,미국,3 ,13431000,551 ,10498500,423 ,공연,12세이상관람가,상업영화
"3,882 ",잠자는 숲속의 미녀,카트린느 브레이야,,오드,오드,2012-05-03,개봉영화,장편,프랑스,4 ,4386000,550 ,3949000,483 ,드라마,청소년관람불가,다양성영화
"3,883 ",모니카와의 여름 ,잉마르 베리만,,㈜영화사 백두대간,㈜영화사 백두대간,2013-07-04,개봉영화,장편,스웨덴,1 ,4508000,549 ,4508000,549 ,드라마,청소년관람불가,다양성영화
"3,884 ",스포찬 배틀 요괴 대결전,쿠보 히로시,,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니,2016-06-23,개봉영화,장편,일본,39 ,4034800,545 ,986500,118 ,애니메이션,전체관람가,상업영화
"3,885 ",바디 앤 안티바디,케리 더글라스 다이,,TCO(주)더콘텐츠온,TCO(주)더콘텐츠온,2013-07-11,개봉영화,장편,미국,1 ,3258000,543 ,0,0 ,코미디,청소년관람불가,다양성영화
"3,886 ",프로젝트 님,제임스 마쉬,,(주)스폰지이엔티,(주)영화사 조제,2012-08-09,개봉영화,장편,영국,4 ,4161500,542 ,3256500,394 ,다큐멘터리,12세이상관람가,다양성영화
"3,887 ",로빈슨 주교의 두 가지 사랑,맥키 앨스톤,,(주)레인보우팩토리,(주)레인보우팩토리,2013-11-14,개봉영화,장편,미국,4 ,4111000,541 ,3817000,483 ,다큐멘터리,15세이상관람가,다양성영화
"3,888 ",그 여자 그 남자의 속사정,이윤형,모티브 필름,,어뮤즈,2013-01-31,개봉영화,장편,한국,5 ,3747000,539 ,2672000,386 ,멜로/로맨스,15세이상관람가,다양성영화
"3,889 ",보이 앤 더 월드,알레 아브레우,,㈜영화사 백두대간,㈜영화사 백두대간,2016-08-04,개봉영화,장편,브라질,3 ,4260850,539 ,3467000,419 ,애니메이션,12세이상관람가,다양성영화
"3,890 ",생존게임 247°F,레반 바키아,,스크린조이,스크린조이,2014-09-24,개봉영화,장편,미국,6 ,2278000,538 ,990000,198 ,공포(호러),15세이상관람가,상업영화
"3,891 ",하프,김세연,"영화사 민들레,하트박스(주)",,(주)인디플러그,2016-01-21,개봉영화,장편,한국,10 ,4166700,538 ,2940200,354 ,드라마,청소년관람불가,다양성영화
"3,892 ",옥희의 영화,홍상수,(주)영화제작전원사 ,,(주)스폰지이엔티,2010-09-16,개봉영화,장편,한국,21 ,3937200,534 ,3416700,448 ,드라마,청소년관람불가,다양성영화
"3,893 ",아라벨라,크리스티안 틸레만,,(주)케빈앤컴퍼니,(주)쓰리캣프로덕션,2014-10-25,개봉영화,장편,독일,6 ,8601000,533 ,6531000,409 ,공연,전체관람가,상업영화
"3,894 ",로프트,앙투와네트 베우머,,세도나아이(주),팝엔터테인먼트,2011-12-08,개봉영화,장편,네덜란드,0 ,3984000,532 ,2841000,354 ,스릴러,청소년관람불가,다양성영화
"3,895 ",방독피,"김곡,김선",(주)두엔터테인먼트 ,,(주)두엔터테인먼트 ,2013-08-22,개봉영화,장편,한국,2 ,3305000,529 ,2662000,423 ,미스터리,청소년관람불가,다양성영화
"3,896 ",젊은 엄마,공자관,"골든타이드픽처스(주),밀크픽처스",,"골든타이드픽처스(주),(주)옐로우필름",2013-08-06,개봉영화,장편,한국,1 ,3168000,528 ,3168000,528 ,멜로/로맨스,청소년관람불가,상업영화
"3,897 ",고시원,이영민,에이치케이 이엔엠,,(주)로이테미디어,2015-10-30,개봉영화,장편,한국,20 ,3380000,524 ,1123000,145 ,멜로/로맨스,청소년관람불가,상업영화
"3,898 ",공각기동대 어라이즈 보더 1: 고스트 페인,키세 카즈치카,,에이원엔터테인먼트,에이원엔터테인먼트,2013-10-24,개봉영화,장편,일본,8 ,3613000,524 ,523000,71 ,애니메이션,15세이상관람가,다양성영화
"3,899 ",나나나 : 여배우 민낯 프로젝트,"부지영,김꽃비,서영주,양은용",서울독립영화제,,서울독립영화제,2012-08-23,개봉영화,장편,한국,7 ,3813400,524 ,2757400,359 ,다큐멘터리,12세이상관람가,다양성영화
"3,900 ",센티미엔토: 사랑의 감각,이자벨 코이젯트,,(주)아펙스 엔터테인먼트,(주)씨네마드마농,2011-02-24,개봉영화,장편,스페인,7 ,3948000,524 ,2568000,313 ,드라마,청소년관람불가,다양성영화
"3,901 ",마리아 스투아르다,데이비드 맥비카,,(주)인스터피씨엠,(주)인스터피씨엠,2013-09-07,개봉영화,장편,미국,2 ,12755500,523 ,12046500,494 ,공연,전체관람가,상업영화
"3,902 ",엄마는 창녀다,이상우,승암관필름팩토리,,(주)드림웨스트픽쳐스,2011-03-31,개봉영화,장편,한국,1 ,3422200,523 ,2362200,340 ,드라마,청소년관람불가,다양성영화
"3,903 ",겨울나비,김규민,스타라이트 픽쳐스,,(주)웃기씨네,2011-07-07,개봉영화,장편,한국,7 ,3424500,521 ,1458500,208 ,드라마,15세이상관람가,다양성영화
"3,904 ",엘비스와 대통령,리자 존슨,,(주)우성엔터테인먼트,(주)우성엔터테인먼트,2016-11-30,개봉영화,장편,미국,18 ,3660500,520 ,2409000,336 ,코미디,12세이상관람가,다양성영화
"3,905 ",크리스마스 스타,닐스 가우프,,에이원엔터테인먼트,에이원엔터테인먼트,2014-12-04,개봉영화,장편,노르웨이,2 ,2443800,520 ,697800,96 ,어드벤처,전체관람가,상업영화
"3,906 ",포장마차,최율권희,㈜리필름,,에이라인,2015-10-01,개봉영화,장편,한국,20 ,2617000,520 ,574000,114 ,코미디,청소년관람불가,상업영화
"3,907 ",사월의 끝,김광복,코라필름,,(주)비엠컬쳐스,2017-09-14,개봉영화,장편,한국,6 ,3389900,519 ,2081900,257 ,미스터리,청소년관람불가,다양성영화
"3,908 ",키스,"강호준,김진희,황희성,서용호,문인대,이정원,김두헌",(주)스푸키번치,,(주)마노엔터테인먼트,2013-03-07,개봉영화,옴니버스,한국,2 ,4387000,519 ,4310000,508 ,드라마,청소년관람불가,다양성영화
"3,909 ",새폴더2,황상원,더사람픽쳐스,,더사람픽쳐스,2015-10-23,개봉영화,장편,한국,20 ,3352000,518 ,1130000,146 ,드라마,청소년관람불가,상업영화
"3,910 ",누구나 제 명에 죽고 싶다,김승현,한국영화아카데미,,씨제이 씨지브이(CJ CGV)(주),2013-03-14,개봉영화,장편,한국,7 ,4027500,517 ,3444500,436 ,드라마,청소년관람불가,다양성영화
"3,911 ",앤트로포이드,숀 엘리스,,브릿지웍스 엔터테인먼트(주),노바엔터테인먼트 ,2018-01-18,개봉영화,장편,영국,7 ,3408500,517 ,1393900,177 ,스릴러,15세이상관람가,다양성영화
"3,912 ",유부녀들,경석호,영화사 인연,,(주)소나무픽쳐스,2015-10-14,개봉영화,장편,한국,20 ,3405000,516 ,1823000,215 ,멜로/로맨스,청소년관람불가,상업영화
"3,913 ",젊은엄마 : 디 오리지널,정도수,골든타이드픽처스(주),,골든타이드픽처스(주),2016-06-23,개봉영화,장편,한국,20 ,2670000,516 ,847000,169 ,멜로/로맨스,청소년관람불가,상업영화
"3,914 ",태양 아래(해설판),비탈리 만스키,,에이리스트엔터테인먼트,THE 픽쳐스,2016-07-14,개봉영화,장편,체코,3 ,3578000,516 ,3109000,441 ,다큐멘터리,전체관람가,다양성영화
"3,915 ",미국의 바람과 불,김경만,,,(주)시네마달,2012-07-26,개봉영화,장편,한국,3 ,3107498,515 ,2532498,413 ,다큐멘터리,15세이상관람가,다양성영화
"3,916 ",미스 좀비,사부,,"(주)영화사조아,아뮤즈코리아(주)",(주)영화사조아,2014-01-16,개봉영화,장편,일본,3 ,4067500,514 ,4025500,508 ,공포(호러),15세이상관람가,다양성영화
"3,917 ",미궁: 비밀애,조조 히데오,(주)케이알씨지,,(주)케이알씨지,2015-04-23,개봉영화,장편,한국,20 ,2642000,513 ,645000,129 ,멜로/로맨스,청소년관람불가,다양성영화
"3,918 ",붉은 바캉스 검은 웨딩,"박철수,김태식",필름라인,,(주)영화사 조제,2011-12-08,개봉영화,옴니버스,한국,6 ,3926000,508 ,2119000,280 ,드라마,청소년관람불가,다양성영화
"3,919 ",물고기,박홍민,디마엔터테인먼트,,(주)미로비젼,2013-01-31,개봉영화,장편,한국,4 ,4558000,504 ,4022000,429 ,미스터리,15세이상관람가,다양성영화
"3,920 ",호수의 여인,,,(주)인스터피씨엠,(주)인스터피씨엠,2015-10-24,개봉영화,장편,미국,3 ,11524500,504 ,8968500,394 ,공연,전체관람가,상업영화
"3,921 ",사라진 기억,크리스티나 부오지테,,그린나래미디어(주),그린나래미디어(주),2013-12-12,개봉영화,장편,기타,5 ,2113000,502 ,1673000,412 ,멜로/로맨스,청소년관람불가,다양성영화
"3,922 ",아오 오니,하마무라 토시로,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2018-01-04,개봉영화,장편,일본,45 ,3688000,500 ,1332000,177 ,애니메이션,15세이상관람가,다양성영화
"3,923 ",인공지능 남자친구,조조 히데오,,골든타이드픽처스(주),골든타이드픽처스(주),2016-06-09,개봉영화,장편,일본,20 ,2577000,500 ,837000,167 ,멜로/로맨스,청소년관람불가,상업영화
"3,924 ",체리밤,"리사 바로스 드사,글렌 레이번",,라인트리엔터테인먼트 ,라인트리엔터테인먼트 ,2013-08-14,개봉영화,장편,영국,3 ,1025000,500 ,610000,300 ,드라마,청소년관람불가,다양성영화
