,날짜,요일,영화명,매출액,매출액점유율,매출액증감,누적매출액,관객수,관객수증감,누적관객수,스크린수,상영횟수
0,2018년 01월 23일,tue,그것만이 내 세상,"787,874,300",25.8%,"17,322,900
(2.2%)","9,038,123,390","103,234","2,589
(2.6%)","1,114,255",862,"3,485"
1,2018년 01월 23일,tue,메이즈 러너: 데스 큐어,"721,019,000",23.6%,"-81,371,400
(-10.1%)","12,105,349,263","92,064","-10,497
(-10.2%)","1,460,591",969,"3,981"
2,2018년 01월 23일,tue,코코,"527,130,900",17.2%,"26,176,500
(5.2%)","15,426,246,133","72,957","4,631
(6.8%)","1,944,321",818,"2,385"
3,2018년 01월 23일,tue,신과함께-죄와 벌,"367,788,800",12.0%,"-5,398,000
(-1.4%)","109,541,750,237","49,604","-545
(-1.1%)","13,642,046",639,"2,033"
4,2018년 01월 23일,tue,1987,"371,015,000",12.1%,"-24,304,700
(-6.1%)","54,505,990,445","49,512","-2,819
(-5.4%)","6,770,139",688,"2,540"
5,2018년 01월 23일,tue,쥬만지: 새로운 세계,"56,780,500",1.9%,"2,270,600
(4.2%)","13,748,022,264","7,734","417
(5.7%)","1,699,721",318,536
6,2018년 01월 23일,tue,위대한 쇼맨,"45,317,900",1.5%,"-242,400
(-0.5%)","10,590,023,600","5,879","53
(0.9%)","1,292,186",144,225
7,2018년 01월 23일,tue,커뮤터,"22,727,100",0.7%,"22,727,100
(100.0%)","33,730,100","3,035","3,035
(100.0%)","4,670",25,25
8,2018년 01월 23일,tue,원더,"19,414,100",0.6%,"3,221,000
(19.9%)","1,639,695,245","3,000","511
(20.5%)","210,263",62,118
9,2018년 01월 23일,tue,리틀 뱀파이어,"15,684,800",0.5%,"4,782,300
(43.9%)","148,470,100","2,422","765
(46.2%)","20,555",194,213
0,2018년 01월 24일,wed,그것만이 내 세상,"711,562,900",24.2%,"-76,311,400
(-9.7%)","9,749,686,290","92,672","-10,562
(-10.2%)","1,206,927",754,"3,020"
1,2018년 01월 24일,wed,메이즈 러너: 데스 큐어,"545,297,200",18.6%,"-175,721,800
(-24.4%)","12,650,646,463","70,060","-22,004
(-23.9%)","1,530,651",765,"2,902"
2,2018년 01월 24일,wed,코코,"455,252,200",15.5%,"-71,878,700
(-13.6%)","15,881,498,333","62,595","-10,362
(-14.2%)","2,006,916",723,"2,144"
3,2018년 01월 24일,wed,신과함께-죄와 벌,"289,826,900",9.9%,"-77,961,900
(-21.2%)","109,831,577,137","39,238","-10,366
(-20.9%)","13,681,284",550,"1,525"
4,2018년 01월 24일,wed,1987,"272,188,300",9.3%,"-98,826,700
(-26.6%)","54,778,178,745","35,857","-13,655
(-27.6%)","6,805,996",547,"1,816"
5,2018년 01월 24일,wed,커뮤터,"265,166,800",9.0%,"242,439,700
(1,066.7%)","298,896,900","35,006","31,971
(1,053.4%)","39,676",553,"2,593"
6,2018년 01월 24일,wed,1급기밀,"181,680,800",6.2%,"181,680,800
(100.0%)","254,414,300","24,259","24,259
(100.0%)","33,298",440,"1,531"
7,2018년 01월 24일,wed,비밥바룰라,"64,972,100",2.2%,"54,886,100
(544.2%)","81,858,100","8,922","7,683
(620.1%)","10,898",347,647
8,2018년 01월 24일,wed,위대한 쇼맨,"32,218,600",1.1%,"-13,099,300
(-28.9%)","10,622,242,200","4,131","-1,748
(-29.7%)","1,296,317",106,165
9,2018년 01월 24일,wed,원더,"16,029,900",0.5%,"-3,384,200
(-17.4%)","1,655,725,145","2,394","-606
(-20.2%)","212,657",57,113
0,2018년 01월 25일,thu,그것만이 내 세상,"756,445,000",25.8%,"44,882,100
(6.3%)","10,506,131,290","98,165","5,493
(5.9%)","1,305,092",791,"3,115"
1,2018년 01월 25일,thu,코코,"478,703,400",16.4%,"23,451,200
(5.2%)","16,360,201,733","65,984","3,389
(5.4%)","2,072,900",751,"2,139"
2,2018년 01월 25일,thu,메이즈 러너: 데스 큐어,"483,345,600",16.5%,"-61,951,600
(-11.4%)","13,133,992,063","61,865","-8,195
(-11.7%)","1,592,516",728,"2,761"
3,2018년 01월 25일,thu,신과함께-죄와 벌,"274,306,900",9.4%,"-15,520,000
(-5.4%)","110,105,884,037","36,902","-2,336
(-6.0%)","13,718,186",553,"1,473"
4,2018년 01월 25일,thu,1987,"249,946,400",8.5%,"-22,241,900
(-8.2%)","55,028,125,145","33,264","-2,593
(-7.2%)","6,839,260",562,"1,706"
5,2018년 01월 25일,thu,커뮤터,"248,825,700",8.5%,"-16,341,100
(-6.2%)","547,722,600","32,942","-2,064
(-5.9%)","72,618",543,"2,389"
6,2018년 01월 25일,thu,1급기밀,"164,758,500",5.6%,"-16,922,300
(-9.3%)","419,172,800","21,911","-2,348
(-9.7%)","55,209",461,"1,465"
7,2018년 01월 25일,thu,비밥바룰라,"38,644,300",1.3%,"-26,327,800
(-40.5%)","120,502,400","6,087","-2,835
(-31.8%)","16,985",347,648
8,2018년 01월 25일,thu,극장판 레이디버그: 미라클스톤의 비밀,"25,749,500",0.9%,"23,896,500
(1,289.6%)","38,636,500","3,801","3,594
(1,736.2%)","5,301",273,319
9,2018년 01월 25일,thu,위대한 쇼맨,"29,050,600",1.0%,"-3,168,000
(-9.8%)","10,651,292,800","3,722","-409
(-9.9%)","1,300,039",104,141
0,2018년 01월 26일,fri,그것만이 내 세상,"992,149,124",27.3%,"235,704,124
(31.2%)","11,498,280,414","117,046","18,881
(19.2%)","1,422,138",839,"3,349"
1,2018년 01월 26일,fri,코코,"611,183,147",16.8%,"132,479,747
(27.7%)","16,971,384,880","76,138","10,154
(15.4%)","2,149,038",812,"2,315"
2,2018년 01월 26일,fri,메이즈 러너: 데스 큐어,"612,339,524",16.9%,"128,993,924
(26.7%)","13,746,331,587","71,143","9,278
(15.0%)","1,663,659",729,"2,815"
3,2018년 01월 26일,fri,신과함께-죄와 벌,"354,185,700",9.8%,"79,878,800
(29.1%)","110,460,069,737","42,076","5,174
(14.0%)","13,760,262",590,"1,577"
4,2018년 01월 26일,fri,1987,"313,169,100",8.6%,"63,222,700
(25.3%)","55,341,294,245","36,987","3,723
(11.2%)","6,876,247",578,"1,733"
5,2018년 01월 26일,fri,커뮤터,"283,711,829",7.8%,"34,886,129
(14.0%)","831,434,429","33,446","504
(1.5%)","106,064",548,"2,157"
6,2018년 01월 26일,fri,1급기밀,"192,769,600",5.3%,"28,011,100
(17.0%)","611,942,400","22,959","1,048
(4.8%)","78,168",474,"1,417"
7,2018년 01월 26일,fri,비밥바룰라,"35,665,100",1.0%,"-2,979,200
(-7.7%)","156,167,500","5,399","-688
(-11.3%)","22,384",325,560
8,2018년 01월 26일,fri,위대한 쇼맨,"40,341,100",1.1%,"11,290,500
(38.9%)","10,691,633,900","4,590","868
(23.3%)","1,304,629",111,163
9,2018년 01월 26일,fri,극장판 레이디버그: 미라클스톤의 비밀,"19,419,200",0.5%,"-6,330,300
(-24.6%)","58,055,700","2,578","-1,223
(-32.2%)","7,879",270,307
0,2018년 01월 27일,sat,그것만이 내 세상,"2,368,328,238",29.0%,"1,376,179,114
(138.7%)","13,866,608,652","279,710","162,664
(139.0%)","1,701,848",951,"3,844"
1,2018년 01월 27일,sat,코코,"1,692,409,536",20.8%,"1,081,226,389
(176.9%)","18,663,794,416","207,865","131,727
(173.0%)","2,356,903","1,025","3,032"
2,2018년 01월 27일,sat,메이즈 러너: 데스 큐어,"1,319,709,738",16.2%,"707,370,214
(115.5%)","15,066,041,325","153,963","82,820
(116.4%)","1,817,622",771,"2,880"
3,2018년 01월 27일,sat,신과함께-죄와 벌,"797,295,300",9.8%,"443,109,600
(125.1%)","111,257,365,037","94,386","52,310
(124.3%)","13,854,648",698,"1,820"
4,2018년 01월 27일,sat,1987,"656,925,300",8.1%,"343,756,200
(109.8%)","55,998,219,545","77,436","40,449
(109.4%)","6,953,683",604,"1,666"
5,2018년 01월 27일,sat,커뮤터,"526,717,526",6.5%,"243,005,697
(85.7%)","1,358,151,955","62,288","28,842
(86.2%)","168,352",575,"1,763"
6,2018년 01월 27일,sat,1급기밀,"379,919,500",4.7%,"187,149,900
(97.1%)","991,861,900","45,379","22,420
(97.7%)","123,547",511,"1,267"
7,2018년 01월 27일,sat,극장판 레이디버그: 미라클스톤의 비밀,"66,615,400",0.8%,"47,196,200
(243.0%)","124,671,100","8,720","6,142
(238.2%)","16,599",296,383
8,2018년 01월 27일,sat,위대한 쇼맨,"66,695,200",0.8%,"26,354,100
(65.3%)","10,758,329,100","7,589","2,999
(65.3%)","1,312,218",103,166
9,2018년 01월 27일,sat,비밥바룰라,"45,797,300",0.6%,"10,132,200
(28.4%)","201,964,800","5,986","587
(10.9%)","28,370",310,475
0,2018년 01월 28일,sun,그것만이 내 세상,"2,334,250,100",30.2%,"-34,078,138
(-1.4%)","16,200,858,752","275,942","-3,768
(-1.3%)","1,977,790",956,"3,803"
1,2018년 01월 28일,sun,코코,"1,622,452,000",21.0%,"-69,957,536
(-4.1%)","20,286,246,416","199,350","-8,515
(-4.1%)","2,556,253","1,021","3,007"
2,2018년 01월 28일,sun,메이즈 러너: 데스 큐어,"1,162,606,400",15.1%,"-157,103,338
(-11.9%)","16,228,647,725","136,109","-17,854
(-11.6%)","1,953,731",756,"2,769"
3,2018년 01월 28일,sun,신과함께-죄와 벌,"791,371,400",10.2%,"-5,923,900
(-0.7%)","112,048,736,437","93,734","-652
(-0.7%)","13,948,382",704,"1,810"
4,2018년 01월 28일,sun,1987,"610,028,100",7.9%,"-46,897,200
(-7.1%)","56,608,247,645","72,382","-5,054
(-6.5%)","7,026,065",610,"1,615"
5,2018년 01월 28일,sun,커뮤터,"461,268,800",6.0%,"-65,448,726
(-12.4%)","1,819,420,755","54,826","-7,462
(-12.0%)","223,178",559,"1,637"
6,2018년 01월 28일,sun,1급기밀,"341,523,600",4.4%,"-38,395,900
(-10.1%)","1,333,385,500","40,843","-4,536
(-10.0%)","164,390",512,"1,219"
7,2018년 01월 28일,sun,극장판 레이디버그: 미라클스톤의 비밀,"73,010,100",0.9%,"6,394,700
(9.6%)","197,681,200","9,534","814
(9.3%)","26,133",305,392
8,2018년 01월 28일,sun,위대한 쇼맨,"62,031,500",0.8%,"-4,663,700
(-7.0%)","10,820,360,600","7,070","-519
(-6.8%)","1,319,288",101,172
9,2018년 01월 28일,sun,비밥바룰라,"43,196,100",0.6%,"-2,601,200
(-5.7%)","245,160,900","6,100","114
(1.9%)","34,470",302,459
0,2018년 01월 29일,mon,그것만이 내 세상,"718,225,600",29.5%,"-1,616,024,500
(-69.2%)","16,919,084,352","94,155","-181,787
(-65.9%)","2,071,945",866,"3,574"
1,2018년 01월 29일,mon,코코,"406,936,600",16.7%,"-1,215,515,400
(-74.9%)","20,693,183,016","54,634","-144,716
(-72.6%)","2,610,887",796,"2,467"
2,2018년 01월 29일,mon,메이즈 러너: 데스 큐어,"351,186,900",14.4%,"-811,419,500
(-69.8%)","16,579,834,625","45,377","-90,732
(-66.7%)","1,999,108",695,"2,612"
3,2018년 01월 29일,mon,신과함께-죄와 벌,"257,512,500",10.6%,"-533,858,900
(-67.5%)","112,306,248,937","34,521","-59,213
(-63.2%)","13,982,903",616,"1,705"
4,2018년 01월 29일,mon,1987,"201,175,800",8.3%,"-408,852,300
(-67.0%)","56,809,423,445","26,748","-45,634
(-63.0%)","7,052,813",577,"1,621"
5,2018년 01월 29일,mon,커뮤터,"146,160,100",6.0%,"-315,108,700
(-68.3%)","1,965,580,855","19,287","-35,539
(-64.8%)","242,465",521,"1,693"
6,2018년 01월 29일,mon,1급기밀,"119,574,100",4.9%,"-221,949,500
(-65.0%)","1,452,959,600","15,994","-24,849
(-60.8%)","180,384",479,"1,275"
7,2018년 01월 29일,mon,조선명탐정: 흡혈괴마의 비밀,"38,781,000",1.6%,"38,781,000
(100.0%)","38,781,000","4,906","4,906
(100.0%)","4,906",20,20
8,2018년 01월 29일,mon,위대한 쇼맨,"31,852,800",1.3%,"-30,178,700
(-48.7%)","10,852,213,400","4,118","-2,952
(-41.8%)","1,323,406",113,184
9,2018년 01월 29일,mon,비밥바룰라,"22,214,800",0.9%,"-20,981,300
(-48.6%)","267,375,700","3,800","-2,300
(-37.7%)","38,270",291,468
0,2018년 01월 30일,tue,그것만이 내 세상,"688,320,800",28.9%,"-29,904,800
(-4.2%)","17,607,405,152","91,515","-2,640
(-2.8%)","2,163,460",884,"3,574"
1,2018년 01월 30일,tue,코코,"402,263,300",16.9%,"-4,673,300
(-1.1%)","21,095,446,316","55,160","526
(1.0%)","2,666,047",814,"2,475"
2,2018년 01월 30일,tue,메이즈 러너: 데스 큐어,"316,549,400",13.3%,"-34,637,500
(-9.9%)","16,896,384,025","41,173","-4,204
(-9.3%)","2,040,281",693,"2,583"
3,2018년 01월 30일,tue,신과함께-죄와 벌,"250,745,800",10.5%,"-6,766,700
(-2.6%)","112,556,994,737","34,197","-324
(-0.9%)","14,017,100",626,"1,712"
4,2018년 01월 30일,tue,1987,"191,703,800",8.0%,"-9,472,000
(-4.7%)","57,001,127,245","25,848","-900
(-3.4%)","7,078,661",586,"1,611"
5,2018년 01월 30일,tue,커뮤터,"125,089,000",5.2%,"-21,071,100
(-14.4%)","2,090,669,855","16,663","-2,624
(-13.6%)","259,128",521,"1,633"
