,filmoNames,peopleCd,peopleNm,repRoleNm,guest,movie_num,guest_rate,Tot_averageN,Tot_medianN,Tot_average0.3,Tot_median
937,"립반윙클의 신부: 스페셜 에디션|립반윙클의 신부|하나와 앨리스: 살인사건|새 구두를 사야해|뱀파이어|3.11: 이와이 슌지와 친구들|뉴욕 아이 러브 유|이치카와 콘 이야기|릴리 슈슈의 모든 것|하나와 앨리스|잼 필름스|식일|4월 이야기|스왈로우테일 버터플라이|피크닉|러브레터|언두|쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?|<4월 단편 상상극장-첫사랑 연습법>",10056764,이와이 슌지,감독,33638,2,16819,-0.400017782,-0.034252172,0.499982218,2.965747828
938,"고진감래|만신|다시 태어나고 싶어요, 안양에|신도안|V|청출어람|파란만장|비행|<3월 단편 상상극장-파킹 찬스>|인디포럼2011초청2",20112043,박찬경,감독,33481,1,33481,-0.400072835,-0.034307225,0.499927165,2.965692775
939,엑소시즘: 죽음의 소리|코난: 암흑의 시대|13일의 금요일|패스파인더|텍사스 전기톱 연쇄살인사건,10023966,마커스 니스펠,감독,33469,1,33469,-0.400077043,-0.034311433,0.499922957,2.965688567
940,서울 서칭|배틀 오브 비보이|플래닛 비보이|미스 먼데이,10031216,벤슨 리,감독,33360,1,33360,-0.400115264,-0.034349654,0.499884736,2.965650346
941,무한대를 본 남자,20245929,맷 브라운,감독,33188,1,33188,-0.400175577,-0.034409967,0.499824423,2.965590033
942,"땡큐, 대디|베아트리체의 수난",10009103,닐스 타베니어,감독,33036,1,33036,-0.400228876,-0.034463266,0.499771124,2.965536734
943,킬 유어 달링,10068388,존 크로키다스,감독,32668,1,32668,-0.400357918,-0.034592307,0.499642082,2.965407693
944,시작은 키스!,20128730,다비드 포앙키노스,감독,32626,1,32626,-0.400372645,-0.034607035,0.499627355,2.965392965
945,시작은 키스!,10038811,스테판 포엔키노스,감독,32626,1,32626,-0.400372645,-0.034607035,0.499627355,2.965392965
946,황제|펑정지에는 펑정지에다|사랑이 이긴다|너를 부르마|26년|터치|아! 굴업도|포도나무를 베어라|괜찮아 울지마|벌이 날다|설계자|시화공존|감각의 경로 |부엉이의 눈 |가면과 거울|노스텔지아|한국 환경영화의 흐름 단편|네마프2015 글로컬 파노라마 단편1|서울독립영화제2015 특별장편 6|한국 환경영화의 흐름 단편 3,10027804,민병훈,감독,32319,2,16159.5,-0.400480296,-0.034714686,0.499519704,2.965285314
947,다가오는 것들|에덴: 로스트 인 뮤직,10024466,미아 한센-로브,감독,32307,1,32307,-0.400484504,-0.034718894,0.499515496,2.965281106
948,팔로우|아메리칸 슬립오버,20169672,데이빗 로버트 밋첼,감독,32187,1,32187,-0.400526583,-0.034760972,0.499473417,2.965239028
949,아메리칸 허니: 방황하는 별의 노래|폭풍의 언덕|피쉬 탱크|레드 로드,10043309,안드레아 아놀드,감독,32156,2,16078,-0.400537453,-0.034771843,0.499462547,2.965228157
950,위크엔드 인 파리|굿모닝 에브리원|사랑을 견뎌내기|마더|체인징 레인스|노팅 힐 |설득,10017730,로저 미첼,감독,32070,1,32070,-0.400567609,-0.034801999,0.499432391,2.965198001
951,극장판 유희왕 더 다크 사이드 오브 디멘션즈|블랙잭,20172160,쿠와바라 사토시,감독,31805,1,31805,-0.400660533,-0.034894923,0.499339467,2.965105077
952,"꼭두각시|물 좀 주소|구타유발자들|소년, 천국에 가다|동갑내기 과외하기",20141134,권영락,감독,31713,1,31713,-0.400692793,-0.034927183,0.499307207,2.965072817
953,"동경가족: 두 번째 이야기|작은 집|동경가족|무사의 체통|숨겨진 검, 오니노츠메|황혼의 사무라이|학교 4 : 15살|토라의 장밋빛 인생|나의 삼촌, 토라",10046493,야마다 요지,감독,31564,1,31564,-0.400745041,-0.034979431,0.499254959,2.965020569
954,나는 부정한다|코버트 원 : 헤이디스 팩터|백만장자 프로젝트|CNN의 바그다드 통신|모리와 함께 한 화요일|볼케이노 |인다익먼트|보디가드|LA이야기|고독한 투쟁,10027748,믹 잭슨,감독,31172,1,31172,-0.400882498,-0.035116887,0.499117502,2.964883113
955,초콜렛 도넛,10081271,트래비스 파인,감독,31101,1,31101,-0.400907394,-0.035141784,0.499092606,2.964858216
956,트립 투 스페인|트립 투 이탈리아|룸메이트 살인사건: 둘만의 방|트립 투 이탈리아 (TV)|에브리데이|트리쉬나|트립 투 잉글랜드|킬러 인사이드 미|제노바|마이티 하트|관타나모로 가는 길|수탉과 황소 이야기|나인 송즈|코드 46|인 디스 월드|24시간 파티하는 사람들|더 클레임|당신과 혹은 당신없이|원더랜드|광기|웰컴 투 사라예보|쥬드 |나인송즈:오리지널,10023362,마이클 윈터바텀,감독,30972,2,15486,-0.400952629,-0.035187018,0.499047371,2.964812982
957,앵그리스트 맨|썸 오브 올 피어스|밴드 오브 브라더스|스니커즈|꿈의 구장,10086291,필 알덴 로빈슨,감독,30656,1,30656,-0.401063436,-0.035297826,0.498936564,2.964702174
958,범블비|쿠보와 전설의 악기,20245489,트래비스 나이트,감독,30525,1,30525,-0.401109372,-0.035343761,0.498890628,2.964656239
959,벨 아미,20127580,닉 오머로드,감독,30373,1,30373,-0.401162671,-0.035397061,0.498837329,2.964602939
960,벨 아미,20127579,데클란 도넬란,감독,30373,1,30373,-0.401162671,-0.035397061,0.498837329,2.964602939
961,마인드스케이프,10088505,호르헤 도라도,감독,30257,1,30257,-0.401203347,-0.035437737,0.498796653,2.964562263
962,지구: 놀라운 하루|집으로 가는 기차,20178415,범립흔,감독,30200,1,30200,-0.401223335,-0.035457724,0.498776665,2.964542276
963,지구: 놀라운 하루|맥아더 : 일본 침몰에 관한 불편한 해석|한니발 라이징|진주 귀걸이를 한 소녀,10085956,피터 웨버,감독,30200,1,30200,-0.401223335,-0.035457724,0.498776665,2.964542276
964,디판|러스트 앤 본|예언자|내 심장이 건너 뛴 박동|내 마음을 읽어 봐|위선적 영웅|그들이 어떻게 추락하는지 보라,10059444,자크 오디아르,감독,30193,1,30193,-0.401225789,-0.035460179,0.498774211,2.964539821
965,테일 오브 테일즈|리얼리티: 꿈의 미로|고모라|첫사랑|박제사|로마의 여름|손님들|이민자들의 땅,10024554,마테오 가로네,감독,29891,1,29891,-0.401331687,-0.035566077,0.498668313,2.964433923
966,"오 마이 파파|나의 아들, 나의 어머니|춘희막이|님아, 그 강을 건너지 마오|안녕?! 오케스트라",20187247,박혁지,감독,29473,1,29473,-0.401478261,-0.035712651,0.498521739,2.964287349
967,몬태나|아웃 오브 더 퍼니스|크레이지 하트,10038345,스콧 쿠퍼,감독,29354,1,29354,-0.401519989,-0.035754379,0.498480011,2.964245621
968,벨과 세바스찬|마지막 사냥꾼,20169549,니콜라 바니에,감독,29308,1,29308,-0.401536119,-0.035770509,0.498463881,2.964229491
969,역모-반란의 시대,20283069,김홍선,감독,29294,1,29294,-0.401541028,-0.035775418,0.498458972,2.964224582
970,잉여들의 히치하이킹,20168740,이호재,감독,29281,1,29281,-0.401545587,-0.035779976,0.498454413,2.964220024
971,빅샤크: 매직체인지|꼬마잠수함 올리,10059196,헤 질리,감독,29114,1,29114,-0.401604146,-0.035838536,0.498395854,2.964161464
972,"게스트하우스|실종2|어떻게 헤어질까|두 개의 연애|어떤이의 꿈|플랑크 상수|산타바바라|내가 고백을 하면|설마 그럴리가 없어|모피를 입은 비너스|돌이킬 수 없는|맛있는 인생|집 나온 남자들|채식주의자|여배우들|집행자|부산|이태원 살인사건|10억|거북이 달린다|키친|오이시맨|로맨틱 아일랜드|이리|비몽|멋진 하루|영화는 영화다|아름답다|중경|별빛 속으로|열세살 수아|아주 특별한 손님|온 더 로드, 투|거칠마루|라스트 씬|화장실, 어디에요?|딥|도쿄!",10065915,조성규,감독,28595,2,14297.5,-0.401786136,-0.036020526,0.498213864,2.963979474
973,"분노|악인|ABC,단편영화|훌라걸스|스크랩 헤븐|69 식스티 나인|청",20111456,이상일,감독,28567,1,28567,-0.401795954,-0.036030344,0.498204046,2.963969656
974,굿모닝 맨하탄,10000270,가우리 신드,감독,28548,1,28548,-0.401802617,-0.036037007,0.498197383,2.963962993
975,카페 6,20248310,오자운,감독,28353,1,28353,-0.401870995,-0.036105384,0.498129005,2.963894616
976,문호 스트레이독스 [데드 애플],20303229,이가라시 타쿠야,감독,27944,1,27944,-0.402014413,-0.036248802,0.497985587,2.963751198
977,나를 미치게 하는 여자|디스 이즈 포티 |퍼니 피플|사고친 후에|40살까지 못해본 사람,10068897,주드 아패토우,감독,27858,1,27858,-0.402044569,-0.036278959,0.497955431,2.963721041
978,키드냅|푸셔: 파이널 프로젝트,20121454,루이스 프리에토,감독,27854,1,27854,-0.402045972,-0.036280361,0.497954028,2.963719639
979,베스트 오브 미|갬빗|톨스토이의 마지막 인생|엠퍼러스 클럽|한 여름밤의 꿈|어느 멋진날|레스터레이션|아메리칸 드림,10023685,마이클 호프만,감독,27825,2,13912.5,-0.402056141,-0.03629053,0.497943859,2.96370947
980,위아 유어 프렌즈,10025391,맥스 조셉,감독,27412,1,27412,-0.402200961,-0.036435351,0.497799039,2.963564649
981,팬텀 스레드|인히어런트 바이스|마스터 |데어 윌 비 블러드|펀치 드렁크 러브|매그놀리아|부기나이트|리노의 도박사,10083853,폴 토마스 앤더슨,감독,27403,1,27403,-0.402204117,-0.036438507,0.497795883,2.963561493
982,어떤 만남|비밀일기,20176582,리사 아주엘로스,감독,27302,1,27302,-0.402239533,-0.036473923,0.497760467,2.963526077
983,라자루스|스시 장인: 지로의 꿈,20121702,데이빗 겔브,감독,27279,1,27279,-0.402247598,-0.036481988,0.497752402,2.963518012
984,몬스터 헌트2: 요괴사냥단|몬스터 헌트|슈렉3,20081244,라맨 허,감독,27257,1,27257,-0.402255313,-0.036489702,0.497744687,2.963510298
985,로스트 인 파리|페어리|룸바|아이스버그,10085541,피오나 고든,감독,27203,1,27203,-0.402274248,-0.036508638,0.497725752,2.963491362
986,로스트 인 파리|페어리|룸바|아이스버그,10012766,도미니크 아벨,감독,27203,1,27203,-0.402274248,-0.036508638,0.497725752,2.963491362
987,지니어스,10022830,마이클 그랜다지,감독,27167,1,27167,-0.402286872,-0.036521261,0.497713128,2.963478739
988,러브 앤 머시,10033594,빌 포래드,감독,26812,1,26812,-0.402411354,-0.036645744,0.497588646,2.963354256
989,몬스터 섬의 비밀,10038963,레오폴도 아귈라,감독,26739,1,26739,-0.402436952,-0.036671342,0.497563048,2.963328658
990,"빛나는|앙: 단팥 인생 이야기|컬러 오브 아시아 -  마스터스|아마미|한여름의 판타지아|소년, 소녀 그리고 바다|너를 보내는 숲|출산|사라소주|벚꽃 편지|캬카라바아|호타루|수자쿠|달팽이: 나의 할머니|코마|그림자|어떤 방문 : 디지털 삼인삼색2009",10000249,가와세 나오미,감독,26738,1,26738,-0.402437303,-0.036671692,0.497562697,2.963328308
991,트레이서|레전드 오브 솔저|페인트볼,20178193,다니엘 벤마요,감독,26262,1,26262,-0.402604215,-0.036838604,0.497395785,2.963161396
992,배저로와 친구들: 신비한 모험,20283230,룬 스파안스,감독,26185,1,26185,-0.402631215,-0.036865605,0.497368785,2.963134395
993,아기곰 보보 구출 대작전|배저로와 친구들: 신비한 모험|꼬마영웅 경찰차 프로디2|솔란과 루드빅의 화이트 크리스마스 대소동|꼬마영웅 경찰차 프로디,20170403,라스무스 A. 실버르센,감독,26185,1,26185,-0.402631215,-0.036865605,0.497368785,2.963134395
994,"왓 이프|테이크 미 홈 투나잇|X됐다, 피트통",10022881,마이클 도즈,감독,25908,1,25908,-0.402728347,-0.036962736,0.497271653,2.963037264
995,세일즈맨|아무도 머물지 않았다|씨민과 나데르의 별거|사막의 춤,10042270,아쉬가르 파르하디,감독,25688,2,12844,-0.402805491,-0.03703988,0.497194509,2.96296012
996,당신의 부탁|환절기,20233786,이동은,감독,25652,1,25652,-0.402818114,-0.037052504,0.497181886,2.962947496
997,골드|시리아나|어벤던,10039274,스티븐 개건,감독,25595,1,25595,-0.402838102,-0.037072491,0.497161898,2.962927509
998,매직울프,10025466,막심 볼코브,감독,25556,1,25556,-0.402851777,-0.037086167,0.497148223,2.962913833
999,매직울프,10054697,안드레이 갈랏,감독,25556,1,25556,-0.402851777,-0.037086167,0.497148223,2.962913833
1000,사다코 대 카야코|귀담백경|원 컷 - 어느 친절한 살인자의 기록|원한의 학원 - 전율편|원한의 학원 - 절망편|초악인|다카다와타루 스타일로|나고야 살인사건|노로이|주령 - 흑주령,10039869,시라이시 코지,감독,25531,1,25531,-0.402860543,-0.037094933,0.497139457,2.962905067
1001,쥬로링 동물탐정 극장판,20197466,이종현,감독,24810,1,24810,-0.403113366,-0.037347756,0.496886634,2.962652244
1002,쥬로링 동물탐정 극장판,20197467,박시후,감독,24810,1,24810,-0.403113366,-0.037347756,0.496886634,2.962652244
1003,슈퍼 버드,10020531,리카르도 아나이즈,감독,24799,1,24799,-0.403117223,-0.037351613,0.496882777,2.962648387
1004,슈퍼 버드,20247069,마이크 컨켈,감독,24799,1,24799,-0.403117223,-0.037351613,0.496882777,2.962648387
1005,그날은 오리라|황금시대|심플 라이프|사랑에 대한 모든 것|이모의 포스트모던 라이프|옥관음|유령인간 2: 귀미인간|남인사십|유령인간|여인나화아|반생연|시간은 흘러가고|양자경의 스턴트우먼 |여인사십 |화룡만가 |극도추종|객도추한|진가락|루안살성|금야성광찬란|청부업자:호월적고사,10088392,허안화,감독,24687,2,12343.5,-0.403156496,-0.037390886,0.496843504,2.962609114
1006,겨울왕국의 무민,10085577,이라 카르페란,감독,24665,1,24665,-0.403164211,-0.037398601,0.496835789,2.962601399
1007,겨울왕국의 무민,10062979,야쿱 론스키,감독,24665,1,24665,-0.403164211,-0.037398601,0.496835789,2.962601399
1008,프리 파이어|하이-라이즈|필드 인 잉글랜드|살인을 부르는 관광객|킬 리스트,20189712,벤 휘틀리,감독,24600,1,24600,-0.403187003,-0.037421393,0.496812997,2.962578607
1009,"내 어깨 위 고양이, 밥|내 친구 나누크|황시|6번째 날|노리에가|007 제18편 : 네버 다이|엄마는 해결사|젊음은 은빛 날개를 타고|금발의 정사|48시간 |공포의 수학열차",10017747,로저 스포티스우드,감독,24466,1,24466,-0.403233991,-0.037468381,0.496766009,2.962531619
1010,"카이: 거울 호수의 전설|창백한 얼굴들|화산고래|집|나의 사랑, 나의 영화|천년여우 여우비|살결|마리이야기|악심|저수지의 괴물|자전거여행|오늘이|덤불 속의 재|낫|연인|넋|9월 수요단편극장 ""전설 애니 극장""|인디애니페스트2015-이성강 감독 특별전 <명불허전>|부천 초이스 : 단편 2|정동진독립영화제2013 섹션3|별별 이야기|2월 금요단편극장-애니식스",10055997,이성강,감독,24451,1,24451,-0.403239251,-0.037473641,0.496760749,2.962526359
1011,"아름다운 별|양의 나무|종이 달|키리시마가 동아리활동 그만둔대|퍼머넌트 노바라|사랑을 보여줘, 바보야",10051732,요시다 다이하치,감독,24381,1,24381,-0.403263797,-0.037498187,0.496736203,2.962501813
1012,슈퍼오리 : 태양을 지켜라,10033145,빅터 라키소프,감독,24319,1,24319,-0.403285538,-0.037519927,0.496714462,2.962480073
1013,꿈의 제인|서울집|메타모포시스,20244811,조현훈,감독,24272,1,24272,-0.403302018,-0.037536408,0.496697982,2.962463592
1014,"어느 하녀의 일기|나쁜 사랑|페어웰, 마이 퀸|딥 인 더 우드|언터처블|잠시 후|아돌프|토스카|또다른 거짓|사드|문제없음|육체의 학교",10031718,브누와 쟉꼬,감독,23777,2,11888.5,-0.403475593,-0.037709982,0.496524407,2.962290018
1015,고스트 메신저 극장판|인디애니박스:셀마의 단백질 커피,20153528,구봉회,감독,23721,1,23721,-0.403495229,-0.037729619,0.496504771,2.962270381
1016,타임 투 러브,10073917,저스틴 리어든,감독,23597,1,23597,-0.403538711,-0.0377731,0.496461289,2.9622269
1017,사이코패스|블러드-C : 더 라스트 다크|도쿄 마블 초콜릿,10040175,시오타니 나오요시,감독,23586,1,23586,-0.403542568,-0.037776958,0.496457432,2.962223042
1018,연애담|바캉스|Distance|인디스데이 11월 단편|11월 단편 상상극장-연애단(短)|2016 대단한단편영화제-배우 특별전: 이상희|국내단편 1|인디포럼2015 발효 가족|KAFA 단편 4|섹션 1 - 2차실습작|단편 KAFA1.,20187945,이현주,감독,23555,1,23555,-0.403553438,-0.037787828,0.496446562,2.962212172
1019,디노타샤: 공룡대탐험,20187789,에릭 넬슨,감독,23530,1,23530,-0.403562204,-0.037796594,0.496437796,2.962203406
1020,디노타샤: 공룡대탐험,20187788,데이빗 크렌츠,감독,23530,1,23530,-0.403562204,-0.037796594,0.496437796,2.962203406
1021,하이 스피드! ?프리! 스타팅 데이즈-|스즈미야 하루히의 소실,20112372,타케모토 야스히로,감독,23496,1,23496,-0.403574127,-0.037808516,0.496425873,2.962191484
1022,제인 도|트롤 사냥꾼,20177181,안드레 외브레달,감독,23467,1,23467,-0.403584296,-0.037818685,0.496415704,2.962181315
1023,이스케이프 플랜: 코드네임 제로|킥복서 리턴즈|카운트다운|인 더 블러드|다크 타이드|코드네임 제로니모|캣 런|투리스터스|블루스톰|블루 크러쉬|크레이지 뷰티풀|크레이지/뷰티풀|치터스|크리스틴,10068073,존 스톡웰,감독,23462,1,23462,-0.403586049,-0.037820439,0.496413951,2.962179561
1024,부에노스 아이레스에서 사랑에 빠질 확률,20177680,구스타보 타레토,감독,23233,1,23233,-0.403666349,-0.037900739,0.496333651,2.962099261
1025,사울의 아들,10039292,라즐로 네메스,감독,23148,1,23148,-0.403696155,-0.037930544,0.496303845,2.962069456
1026,리틀 뱀파이어|알버트|미운 오리 새끼의 모험,10073849,카르스텐 킬레리치,감독,23014,1,23014,-0.403743143,-0.037977532,0.496256857,2.962022468
1027,"암수살인|봄, 눈|써클|세이예스|신장개업|닥터 K|억수탕(3pm Paradise)|반짝반짝 두근두근|2015 GSFF 배우 특별전: 김수안 |[PDFF2015] 장애인미디어운동1 + 한국영화초청3",10006086,김태균,감독,22870,1,22870,-0.403793637,-0.038028027,0.496206363,2.961971973
1028,45년 후|주말,20170740,앤드류 헤이,감독,22745,1,22745,-0.403837469,-0.038071859,0.496162531,2.961928141
1029,"곤충, 위대한 본능|곤충왕국 3D|황제펭귄 펭이와 솜이|아마존의 눈물",20100264,김진만,감독,22681,2,11340.5,-0.403859911,-0.0380943,0.496140089,2.9619057
1030,레이디 맥베스,10020002,윌리엄 올드로이드,감독,22613,1,22613,-0.403883755,-0.038118145,0.496116245,2.961881855
1031,연애의 기술|짓|짓: 무삭제 감독판|전망 좋은 집|불륜의 시대|댄스타운|미스터좀비|애니멀 타운|모차르트 타운|알포인트,10087738,한종훈,감독,22526,1,22526,-0.403914262,-0.038148652,0.496085738,2.961851348
1032,마징가 Z: 인피니티|토리코 : 출발! 구르메 어드벤처!!|원피스 극장판 9기: 에피소드 오브 쵸파,20169636,시미즈 준지,감독,22407,1,22407,-0.40395599,-0.03819038,0.49604401,2.96180962
1033,엘리제궁의 요리사|이별,10077920,크리스티앙 뱅상,감독,22173,1,22173,-0.404038044,-0.038272433,0.495961956,2.961727567
1034,파워배틀 와치카: 와치가면의 역습,20292889,김래경,감독,22110,1,22110,-0.404060135,-0.038294525,0.495939865,2.961705475
1035,엔들리스 러브|컨트리 스트롱|그레이티스트,20167541,샤나 페스트,감독,22091,1,22091,-0.404066797,-0.038301187,0.495933203,2.961698813
1036,까밀 리와인드|라폴로니드 : 관용의집|난 인생이 두렵지 않아|꼬마들,10008136,노에미 르보브스키,감독,22006,1,22006,-0.404096603,-0.038330993,0.495903397,2.961669007
1037,"모스트 바이어런트|올 이즈 로스트|마진 콜: 24시간, 조작된 진실",20157988,J.C 챈더,감독,21810,2,10905,-0.404165331,-0.038399721,0.495834669,2.961600279
1038,행복 목욕탕|캡처링 대디,20242246,나카노 료타,감독,21797,1,21797,-0.40416989,-0.03840428,0.49583011,2.96159572
1039,레이드 2|V/H/S/2: 악마를 부르는 비디오|레이드 : 첫번째 습격|메란타우,20128289,가렛 에반스,감독,21705,1,21705,-0.40420215,-0.03843654,0.49579785,2.96156346
1040,시크릿 인 데어 아이즈|브리치|셰터드 글래스|컬러 오브 나이트,10033646,빌리 레이,감독,21692,1,21692,-0.404206709,-0.038441098,0.495793291,2.961558902
1041,"히야|고지전|킹콩을 들다|더 게임|마을금고 연쇄습격사건|플라이 대디|방과후 옥상|댄서의 순정|제니, 주노|생수",20140497,김지연,감독,21687,1,21687,-0.404208462,-0.038442852,0.495791538,2.961557148
1042,내게 남은 사랑을|할머니는 일학년|려수|뷰티풀 선데이,10070411,진광교,감독,21599,1,21599,-0.40423932,-0.038473709,0.49576068,2.961526291
1043,초원의 왕 도제|피아노의 숲,10076406,코지마 마사유키,감독,21424,1,21424,-0.404300684,-0.038535074,0.495699316,2.961464926
1044,스테이션 7,10020928,클림 시펜코,감독,21071,1,21071,-0.404424466,-0.038658855,0.495575534,2.961341145
1045,그랜드 피아노,10053960,유지니오 미라,감독,20961,1,20961,-0.404463038,-0.038697427,0.495536962,2.961302573
1046,아기기린 자라파,20166641,장-클리스토페 리에,감독,20811,1,20811,-0.404515636,-0.038750026,0.495484364,2.961249974
1047,해피 이벤트 |아기기린 자라파,20166640,레미 베잔송,감독,20811,1,20811,-0.404515636,-0.038750026,0.495484364,2.961249974
1048,국정교과서 516일 : 끝나지 않은 역사전쟁|천안함 프로젝트|그리고 화가는 빛을 만났다.|포커스 한국단편2|마스터 클래스의 산책,20110853,백승우,감독,20085,1,20085,-0.404770212,-0.039004601,0.495229788,2.960995399
1049,완전 소중한 사랑|안녕! 유에프오|쓰리|세기말|눈물,10005907,김진민,감독,20063,1,20063,-0.404777926,-0.039012316,0.495222074,2.960987684
1050,리틀 포레스트: 사계절|리틀 포레스트 2: 겨울과 봄|리틀 포레스트: 여름과 가을|중력 피에로|란도리,10026252,모리 준이치,감독,20057,2,10028.5,-0.40478003,-0.03901442,0.49521997,2.96098558
1051,난 그녀와 키스했다,10008138,노에미 사글리오,감독,20056,1,20056,-0.404780381,-0.03901477,0.495219619,2.96098523
1052,난 그녀와 키스했다,10024886,막심 고바레,감독,20056,1,20056,-0.404780381,-0.03901477,0.495219619,2.96098523
1053,러브레이스|형법 175조,10018207,롭 엡스타인,감독,19933,1,19933,-0.404823511,-0.039057901,0.495176489,2.960942099
1054,러브레이스|형법 175조,10064874,제프리 프리드먼,감독,19933,1,19933,-0.404823511,-0.039057901,0.495176489,2.960942099
1055,실화|모피를 입은 비너스|대학살의 신|유령작가|그들 각자의 영화관|올리버 트위스트|피아니스트|나인스 게이트|시고니 위버의 진실 |비터문|대해적|테스|차이나타운|맥베드|궁지|혐오|물속의 칼,10016457,로만 폴란스키,감독,19917,1,19917,-0.404829122,-0.039063511,0.495170878,2.960936489
1056,디스커넥트|머더볼,10088764,헨리 알렉스 루빈,감독,19460,1,19460,-0.404989371,-0.039223761,0.495010629,2.960776239
1057,B급 며느리|경계|레즈,20112324,선호빈,감독,19459,1,19459,-0.404989722,-0.039224111,0.495010278,2.960775889
1058,"나의 위대한 친구, 세잔|파리의 연인들|장 르노와 줄리엣 비노쉬의 프렌치 키스|크리스마스 트리|유 콜 잇 러브",10009554,다니엘르 톰슨,감독,19426,1,19426,-0.405001293,-0.039235683,0.494998707,2.960764317
1059,커터|검은 갈매기|철없는 아내와 파란만장한 남편 그리고 태권소녀|휴머니스트|세븐틴|이효종씨 가족의 저녁 식사|숨은 창 닫기,20213086,정희성,감독,19405,1,19405,-0.405008657,-0.039243047,0.494991343,2.960756953
1060,"달에 부는 바람|달팽이의 별|신의 아이들|얘기해도 돼요?|폐허,숨을쉬다|얘기해도 돼요? + 어린 인생",10056267,이승준,감독,19252,1,19252,-0.405062307,-0.039296697,0.494937693,2.960703303
1061,누구에게나 찬란한|비상,10058719,임유철,감독,18804,1,18804,-0.405219401,-0.039453791,0.494780599,2.960546209
1062,프란치스코|완벽한 정부,10030761,베다 도캄포 페이주,감독,18799,1,18799,-0.405221154,-0.039455544,0.494778846,2.960544456
1063,슬립리스: 크리미널 나이트|후 엠 아이,20233288,바란 보 오다르,감독,18740,1,18740,-0.405241843,-0.039476232,0.494758157,2.960523768
1064,미스 프레지던트|자백|쿼바디스|MB의 추억|트루맛쇼,20113064,김재환,감독,18248,1,18248,-0.405414365,-0.039648755,0.494585635,2.960351245
1065,은혼|변태 가면2: 잉여들의 역습|변태 가면,10090725,후쿠다 유이치,감독,18172,1,18172,-0.405441015,-0.039675405,0.494558985,2.960324595
1066,작은 형|한경직,20121461,천정훈,감독,18113,1,18113,-0.405461704,-0.039696093,0.494538296,2.960303907
1067,리그레션|아고라|씨 인사이드|디 아더스|오픈유어아이즈|떼시스,10044445,알레한드로 아메나바르,감독,18057,1,18057,-0.40548134,-0.03971573,0.49451866,2.96028427
1068,버스 657|토너먼트,20115480,스콧 만,감독,18042,1,18042,-0.4054866,-0.03972099,0.4945134,2.96027901
1069,옐로우버드|엘리노의 비밀,20126029,도미니크 몽페리,감독,18020,1,18020,-0.405494314,-0.039728704,0.494505686,2.960271296
1070,옐로우버드,10077932,크리스티앙 드 비타,감독,18020,1,18020,-0.405494314,-0.039728704,0.494505686,2.960271296
1071,애플시드 알파|캡틴 하록|스타쉽 트루퍼스 : 인베이전|애플시드:엑스머시나|애플시드,10041576,아라마키 신지,감독,17977,1,17977,-0.405509393,-0.039743782,0.494490607,2.960256218
1072,플랫라이너|스피드 워킹|퍼펙트|밀레니엄 제 1부 : 여자를 증오한 남자들,20125859,닐스 아르덴 오플레브,감독,17916,1,17916,-0.405530783,-0.039765172,0.494469217,2.960234828
1073,"불량소녀, 너를 응원해!|눈물이 주룩주룩|지금, 만나러 갑니다|스트로베리 온 더 숏케익",10008087,도이 노부히로,감독,17875,1,17875,-0.405545159,-0.039779549,0.494454841,2.960220451
1074,아이 캔 온리 이매진|우드론,20235986,존 어윈,감독,17845,1,17845,-0.405555679,-0.039790069,0.494444321,2.960209931
1075,아이 캔 온리 이매진|우드론|맘스 나이트 아웃|옥토버 베이비,20178165,앤드류 어윈,감독,17845,1,17845,-0.405555679,-0.039790069,0.494444321,2.960209931
1076,나라타주|사랑과 욕망의 짐노페디|내일까지 5분전|원탁의 가족|그 남자가 아내에게|클로즈드 노트|머나먼 하늘로 사라진...|봄의 눈|북의 영년|오늘의 사건사고|세상의 중심에서 사랑을 외치다|로큰롤 미싱|잼 필름스|GO(고)|사치스런 뼈|갇혀진 고통|카멜리아,10054096,유키사다 이사오,감독,17695,1,17695,-0.405608277,-0.039842667,0.494391723,2.960157333
1077,스톤|하얀전쟁|산산이 부서진 이름이여,20110552,조세래,감독,17631,1,17631,-0.405630719,-0.039865109,0.494369281,2.960134891
1078,나인스 라이프|혼스|피라냐|미러|힐즈 아이즈|엑스텐션,10044547,알렉산더 아야,감독,17535,1,17535,-0.405664382,-0.039898772,0.494335618,2.960101228
1079,뚜르: 내 생애 최고의 49일,20215847,김양래,감독,17449,1,17449,-0.405694539,-0.039928928,0.494305461,2.960071072
1080,뚜르: 내 생애 최고의 49일,20215849,전일우,감독,17449,1,17449,-0.405694539,-0.039928928,0.494305461,2.960071072
1081,뚜르: 내 생애 최고의 49일,20215848,박형준,감독,17449,1,17449,-0.405694539,-0.039928928,0.494305461,2.960071072
1082,뚜르: 내 생애 최고의 49일,20214827,임정하,감독,17449,1,17449,-0.405694539,-0.039928928,0.494305461,2.960071072
1083,태양을 쏴라 무삭제판|태양을 쏴라|숙희|나쁜 놈이 더 잘 잔다|도쿄택시|아내의 애인을 만나다|붉은 바캉스|붉은 바캉스 검은 웨딩,10006101,김태식,감독,17444,1,17444,-0.405696292,-0.039930682,0.494303708,2.960069318
1084,유아 낫 유|나이트 인 로댄스,10067287,조지 C. 울프,감독,17372,1,17372,-0.405721539,-0.039955929,0.494278461,2.960044071
