rank,mname,director,provider,date,country,n_scrn,guest,genre,rating,grade,actor,director_score,director_grade,actor_score,actor_grade,grene_score,grene_grade,provider1_power,providera_grade,provider2_power,providerb_grade
677,아기배달부 스토크,"니콜라스 스톨러,더그 스윗랜드",워너브러더스 코리아(주),2016-12-07,미국,538,320353,애니메이션,전체관람가,8.73,앤디 샘버그|케이티 크라운|켈시 그래머|,8.031584609, ,4.883617906,,1.468025358,,7.12231,b,7.12231,b
678,뮨: 달의 요정,"알렉상드르 헤보얀,베노이트 필립폰",씨네그루(주)다우기술,2015-09-24,프랑스,365,319072,애니메이션,전체관람가,8.38,조슈아 J. 발라드|오마 사이|트레버 드볼|페오도르 아킨|마이클 돕슨|니콜 프로보스트|,0, ,5.023040467,,1.468025358,,0.90905,e,Na,Na
679,빅풋 주니어,"제레미 드그루손,벤 스타센",(주)이수C&E,2017-08-09,벨기에,437,318737,애니메이션,전체관람가,8.87,우정신|임채헌|,4.053537547, ,4.847057783,,0.894531574,,1.91147,c,1.91147,e
680,도리화가,이종필,씨제이이앤엠(주),2015-11-25,한국,563,317505,사극,12세이상관람가,5.57,류승룡|수지|송새벽|,19.94668544, ,10.32265928,b,3.6885259,b,16.58469,a,16.58469,a
681,세상에서 가장 아름다운 이별,민규동,(주)넥스트엔터테인먼트월드(NEW),2011-04-20,한국,340,316788,드라마,15세이상관람가,9.3,배종옥|김갑수|김지영|유준상|서영희|류덕환|박하선|,11.44485874, ,5.017265071,,0,,9.28721,a,9.28721,a
682,레드카펫,박범수,(주)프레인글로벌,2014-10-23,한국,385,316780,멜로/로맨스,15세이상관람가,8.26,윤계상|고준희|,0,e,5.593441046,,0.723544983,,Na,Na,Na,Na
683,미녀와 야수(2nd),크리스토프 갱스,(주)넥스트엔터테인먼트월드(NEW),2014-06-18,프랑스,387,315348,판타지,전체관람가,8.79,엠마 왓슨|댄 스티븐스|루크 에반스|,11.44485874, ,6.184062309,,0.340355314,,9.28721,a,9.28721,a
684,캐롤,토드 헤인즈,CGV아트하우스,2016-02-04,미국,221,315321,드라마,청소년관람불가,8.53,케이트 블란쳇|루니 마라|카일 챈들러|,4.951322077, ,5.367849091,,3.619562379,c,2.77701,c,2.77701,d
685,차이니즈 조디악,성룡,롯데쇼핑㈜롯데엔터테인먼트,2013-02-27,중국,300,315305,액션,12세이상관람가,7.82,성룡|권상우|,16.50288644, ,5.667888932,,2.014906991,,11.42832,a,11.42832,a
686,마이 블랙 미니드레스,허인무,씨제이이앤엠(주),2011-03-24,한국,325,313953,드라마,15세이상관람가,6.84,윤은혜|박한별|차예련|유인나|,19.94668544, ,4.839196625,,0,,16.58469,a,16.58469,a
687,비행기 2: 소방구조대,로버츠 개너웨이,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-08-13,미국,341,311456,애니메이션,전체관람가,7.94,데인 쿡|줄리 보웬|에드 해리스|,3.693503506, ,5.303301957,,1.236377895,,3.6996,c,3.6996,c
688,트루스 오어 데어,제프 와드로,유니버설픽쳐스인터내셔널 코리아(유),2018-05-22,미국,530,310701,공포(호러),15세이상관람가,7.3,루시 헤일|타일러 포시|바이올렛 빈|놀런 제라드 펑크|,12.36267795, ,4.811834349,,0.243088622,,7.81252,a,7.81252,b
689,주피터 어센딩,"라나 워쇼스키,앤디 워쇼스키",워너브러더스 코리아(주),2015-02-05,미국,561,309729,SF,12세이상관람가,6,밀라 쿠니스|채닝 테이텀|숀 빈|에디 레드메인|,8.031584609, ,5.153808049,,1.326796878,,7.12231,b,7.12231,b
690,위대한 소원,남대중,(주)넥스트엔터테인먼트월드(NEW),2016-04-21,한국,524,308180,코미디,15세이상관람가,7.89,류덕환|김동영|안재홍|전노민|전미선|,11.44485874, ,5.137202068,,2.119659045,,9.28721,a,9.28721,a
691,빌리와 용감한 녀석들 2,닉힐 아드바니,(주)에스비에스콘텐츠허브,2013-02-21,인도,289,306837,애니메이션,전체관람가,7.3,캐리 엘위스|크리스토퍼 로이드|제인 린치|바네사 윌리암스|,0, ,4.815139725,,1.252042572,,0.57868,e,Na,Na
692,개를 훔치는 완벽한 방법,김성호,"(주)리틀빅픽쳐스,(주)대명문화공장",2014-12-31,한국,205,306119,드라마,전체관람가,9.02,이레|이지원|홍은택|김혜자|최민수|강혜정|이천희|개리|,3.274940472, ,4.875276933,,1.935934181,,1.65901,d,1.65901,e
694,덕구,방수인,메가박스중앙(주)플러스엠,2018-04-05,한국,544,305587,드라마,전체관람가,9.48,이순재|정지훈|,4.031018854, ,4.816875693,,3.619562379,c,2.95141,c,2.95141,d
695,패딩턴,폴 킹,롯데쇼핑㈜롯데엔터테인먼트,2015-01-07,영국,408,305100,코미디,전체관람가,8.58,벤 위쇼|니콜 키드먼|휴 보네빌|샐리 호킨스|사무엘 조슬린|매들린 해리스|줄리 월터스|,16.50288644, ,4.938048756,,0.568622988,,11.42832,a,11.42832,a
696,포켓몬 더 무비 XY 후파: 광륜의 초마신,유야마 쿠니히코,(주)이수C&E,2015-12-23,일본,360,300477,애니메이션,전체관람가,8.75,여민정|이광수|이선호|마츠모토 리카|오오타니 이쿠에|,4.053537547, ,4.977933645,,1.064628171,,1.91147,c,1.91147,e
698,프랑켄슈타인: 불멸의 영웅,스튜어트 베티,(주)쇼박스,2014-02-06,미국,378,298983,액션,12세이상관람가,6.21,이본느 스트라호브스키|빌 나이|아론 에크하트|미란다 오토|,7.542282897, ,5.118792154,,1.613534032,,9.42794,a,9.42794,a
699,오즈의 마법사: 돌아온 도로시,"윌 핀,댄 세인트 피에르",(주)박수엔터테인먼트,2015-02-12,미국,330,298298,애니메이션,전체관람가,7.95,레아 미셀|패트릭 스튜어트|박지윤|김하영|신용우|남도형|,5.304287759, ,4.911025277,,0.667591942,,Na,Na,2.31572,d
700,위험한 관계,허진호,씨제이이앤엠(주),2012-10-11,중국,334,298086,멜로/로맨스,청소년관람불가,7.99,장쯔이|장백지|장동건|,19.94668544, ,4.947538096,,0.80006018,,16.58469,a,16.58469,a
701,스포트라이트,토마스 맥카시,(주)팝엔터테인먼트,2016-02-24,미국,320,297944,드라마,15세이상관람가,8.92,마크 러팔로|마이클 키튼|레이첼 맥아담스|리브 슈라이버|,5.697394867,e,7.032661324,,2.520513028,g,Na,Na,2.46878,d
702,구스범스,롭 레터맨,유니버설픽쳐스인터내셔널 코리아(유),2016-01-14,미국,515,297356,액션,12세이상관람가,8.28,오데야 러쉬|잭 블랙|딜런 미네트|라이언 리|,12.36267795, ,5.170371037,,1.872098244,,7.81252,a,7.81252,b
703,로렉스,"크리스 리노드,카일 발다",유니버설픽쳐스인터내셔널 코리아(유),2012-05-03,미국,463,297025,애니메이션,전체관람가,8.55,대니 드비토|잭 에프론|에드 헬름스|테일러 스위프트|,12.36267795, ,4.814430084,,1.468025358,,7.81252,a,7.81252,b
704,모모와 다락방의 수상한 요괴들,오키우라 히로유키,타임스토리그룹(주),2012-07-05,일본,253,295189,애니메이션,전체관람가,8.11,미야마 카렌|유카|,0, ,4.809371353,,1.70197977,,Na,Na,Na,Na
705,포인트 브레이크,에릭슨 코어,"(주)시네마서비스,(주)나이너스엔터테인먼트",2016-01-07,미국,409,294320,범죄,15세이상관람가,7.51,루크 브레이시|에드가 라미레즈|레이 윈스턴|테레사 팔머|,1.707803413, ,4.890267426,,1.702619002,,1.54395,d,1.54395,e
707,이스케이프 플랜,미카엘 하프스트롬,판씨네마(주),2013-12-05,미국,287,292655,액션,청소년관람불가,8.35,아놀드 슈왈제네거|실베스터 스탤론|제임스 카비젤|,4.125059528, ,5.047044189,,1.992455235,,2.13094,c,2.13094,d
708,"러브, 로지",크리스티안 디터,(주)넥스트엔터테인먼트월드(NEW),2014-12-10,영국,379,292430,코미디,15세이상관람가,7.66,릴리 콜린스|샘 클라플린|,11.44485874, ,4.987827671,,0.855604485,,9.28721,a,9.28721,a
709,더 그레이,조 카나한,(주)팝파트너스,2012-02-16,미국,298,292217,액션,15세이상관람가,7.61,리암 니슨|,0, ,7.736941613,,0,,Na,Na,Na,Na
710,앨빈과 슈퍼밴드: 악동 어드벤처,월트 벡커,이십세기폭스코리아(주),2016-02-04,미국,380,289645,애니메이션,전체관람가,8.29,저스틴 롱|제시 맥카트니|매튜 그레이 구블러|제이슨 리|토니 헤일|벨라 손|킴벌리 윌리엄스-페이슬리|칼리 쿠오코|안나 페리스|크리스티나 애플게이트|조쉬 그린|,8.987948142, ,4.805591945,,1.236377895,,7.06657,b,7.06657,b
711,런 올 나이트,자움 콜렛 세라,워너브러더스 코리아(주),2015-03-19,미국,411,289534,액션,청소년관람불가,7.84,리암 니슨|조엘 킨나만|제네시스 로드리게스|에드 해리스|커먼|,8.031584609, ,5.721463219,,1.992455235,,7.12231,b,7.12231,b
712,혼숨,이두환,(주)프레인글로벌,2016-10-26,한국,498,288016,공포(호러),15세이상관람가,7.43,류덕환|조복래|,0, ,4.979301027,,-0.176144965,,Na,Na,Na,Na
713,커뮤터,자움 콜렛 세라,메가박스중앙(주)플러스엠,2018-01-24,영국,575,286044,액션,15세이상관람가,8.11,리암 니슨|베라 파미가|,4.031018854, ,6.604991883,,2.739466056,f,2.95141,c,2.95141,d
714,네버엔딩 스토리,정용주,(주)화앤담이엔티,2012-01-18,한국,269,283449,코미디,15세이상관람가,7.41,엄태웅|정려원|,0, ,5.318891797,,0,,Na,Na,Na,Na
715,다이노 타임,"최윤석,존 카프카",씨제이이앤엠(주),2015-04-30,한국,430,283300,애니메이션,전체관람가,8.42,멜라니 그리피스|제인 린치|윌리암 볼드윈|스티븐 볼드윈|롭 슈나이더|파멜라 애들론|타라 스트롱|유리 로웬탈|,19.94668544, ,4.796583571,,1.236377895,,16.58469,a,16.58469,a
716,인서전트,로베르트 슈벤트케,롯데쇼핑㈜롯데엔터테인먼트,2015-03-25,미국,480,282662,SF,15세이상관람가,6.92,쉐일린 우들리|테오 제임스|케이트 윈슬렛|나오미 왓츠|매기 큐|안셀 엘고트|마일즈 텔러|조니 웨스턴|대니얼 대 킴|,16.50288644, ,4.919090298,,1.478998482,,11.42832,a,11.42832,a
718,오큘러스,마이크 플래너건,씨네그루(주)다우기술,2014-05-29,미국,336,279488,미스터리,15세이상관람가,7.41,카렌 길런|브렌튼 스웨이츠|케이티 색코프|로리 코크레인|제임스 래퍼티|,0, ,5.119446697,,0.079779292,,0.90905,e,Na,Na
719,극장판 안녕 자두야,손석우,씨제이이앤엠(주),2016-05-04,한국,523,278914,애니메이션,전체관람가,7.84,여민정|양정화|,19.94668544, ,4.867372412,,1.468025358,,16.58469,a,16.58469,a
720,사랑에 대한 모든 것,제임스 마쉬,유니버설픽쳐스인터내셔널 코리아(유),2014-12-10,미국,399,278015,멜로/로맨스,12세이상관람가,7.87,펠리시티 존스|에디 레드메인|에밀리 왓슨|데이빗 듈리스|해리 로이드|찰리 콕스|,12.36267795, ,5.070717332,,0.459425979,,7.81252,a,7.81252,b
721,존 윅 - 리로드,채드 스타헬스키,(주)제이앤씨미디어그룹,2017-02-22,미국,250,276379,액션,청소년관람불가,7.97,키아누 리브스|,0, ,4.824822075,,1.847537118,,Na,Na,Na,Na
722,우리는 동물원을 샀다,카메론 크로우,이십세기폭스코리아(주),2012-01-18,미국,235,276334,가족,전체관람가,8.89,맷 데이먼|스칼렛 요한슨|,8.987948142, ,9.476763842,c,0,,7.06657,b,7.06657,b
724,목소리의 형태,야마다 나오코,(주)디스테이션,2017-05-09,일본,466,272877,애니메이션,전체관람가,8.4,이리노 미유|하야미 사오리|,0, ,4.822162272,,1.064585607,,Na,Na,Na,Na
725,짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,마스이 소이치,롯데쇼핑㈜롯데엔터테인먼트,2012-04-26,일본,277,272062,애니메이션,전체관람가,8.33,야지마 아키코|나라하시 미키|후지와라 케이지|,16.50288644, ,4.805699249,,1.468025358,,11.42832,a,11.42832,a
726,가비,장윤현,(주)시네마서비스,2012-03-15,한국,339,270602,드라마,15세이상관람가,6.86,주진모|김소연|박희순|유선|,0, ,5.874962006,,1.930902976,,Na,Na,Na,Na
727,롤러코스터,하정우,씨제이이앤엠(주),2013-10-17,한국,374,270148,코미디,15세이상관람가,6.28,정경호|한성천|,19.94668544, ,4.815694767,,1.119723488,,16.58469,a,16.58469,a
730,친구와 연인사이,이반 라이트만,씨제이엔터테인먼트,2011-02-10,미국,183,267843,코미디,청소년관람불가,7.41,나탈리 포트만|애쉬튼 커쳐|,0, ,0,,0,,Na,Na,Na,Na
731,파이스토리 : 악당상어 소탕작전,"마크 A.Z. 디페,박태동",(주)에스비에스콘텐츠허브,2013-01-10,미국,298,267373,애니메이션,전체관람가,8.68,드레이크 벨|앤디 딕|,0, ,4.804954729,,1.468025358,,0.57868,e,Na,Na
732,19곰 테드,세스 맥팔레인,유니버설픽쳐스인터내셔널 코리아(유),2012-09-27,미국,248,266574,코미디,청소년관람불가,7.63,마크 월버그|밀라 쿠니스|세스 맥팔레인|,12.36267795, ,5.401066605,,0.776224041,,7.81252,a,7.81252,b
733,백 투 더 비기닝,딘 이스라엘리트,롯데쇼핑㈜롯데엔터테인먼트,2015-02-26,미국,423,266389,SF,15세이상관람가,7.99,소피아 블랙 디엘리아|버지니아 가드너|조니 웨스턴|샘 러너|엘렌 에반젤리스타|,16.50288644, ,4.80479849,,0.73198766,,11.42832,a,11.42832,a
734,저스틴,마누엘 시실라,(주)넥스트엔터테인먼트월드(NEW),2013-12-31,스페인,332,266253,애니메이션,전체관람가,7.84,시얼샤 로넌|안토니오 반데라스|프레디 하이모어|,11.44485874, ,5.067679792,,1.252042572,,9.28721,a,9.28721,a
735,투모로우랜드,브래드 버드,월트디즈니컴퍼니코리아(주),2015-05-27,미국,435,265744,액션,12세이상관람가,7.25,조지 클루니|휴 로리|브릿 로버트슨|래피 캐시디|,2.371793167, ,4.990261979,,1.631447538,,4.33116,c,4.33116,c
736,마야,알렉스 스타더만,(주)박수엔터테인먼트,2014-09-04,독일,295,262289,애니메이션,전체관람가,9.36,김서영|김명준|김소희|임채헌|윤세웅|,5.304287759,e,4.879673351,,1.468025358,,Na,Na,2.31572,d
737,스파이 브릿지,스티븐 스필버그,이십세기폭스코리아(주),2015-11-05,미국,425,260721,스릴러,12세이상관람가,8.39,톰 행크스|마크 라이런스|에이미 라이언|오스틴 스토웰|,8.987948142, ,5.201690707,,1.970988353,,7.06657,b,7.06657,b
738,장고:분노의 추적자,쿠엔틴 타란티노,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-03-21,미국,342,260144,서부극(웨스턴),청소년관람불가,8.45,제이미 폭스|크리스토프 왈츠|레오나르도 디카프리오|케리 워싱턴|사무엘 L. 잭슨|,3.693503506, ,6.101146681,,0.829022234,,3.6996,c,3.6996,c
739,원더,스티븐 크보스키,CGV아트하우스,2017-12-27,미국,183,259957,드라마,전체관람가,9.42,제이콥 트렘블레이|줄리아 로버츠|오웬 윌슨|이자벨라 비도빅|,4.951322077, ,4.963652254,,3.619562379,c,2.77701,c,2.77701,d
740,공범자들,최승호,(주)엣나인필름,2017-08-17,한국,228,258478,다큐멘터리,15세이상관람가,9.14,이명박|김재철|김장겸|고대영|,2.791735668, ,4.803542381,,-0.526953931,,Na,Na,1.21321,e
741,함정,권형진,(주)인벤트스톤,2015-09-10,한국,445,257716,스릴러,청소년관람불가,5.77,마동석|조한선|김민경|지안|,2.334285822, ,6.569728596,,0.927718454,,1.16954,d,Na,Na
742,명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,야마모토 야스이치로,씨제이이앤엠(주),2015-02-12,일본,187,257381,애니메이션,12세이상관람가,8.26,김선혜|강수진|이현진|이정구|황원|우정신|한인숙|정선혜|여민정|위훈|박신희|정재헌|양정화|타카야마 미나미|야마구치 캇페이|야마자키 와카나|코야마 리키야|타나카 카즈나리|하야시바라 메구미|타카기 와타루|오오타니 이쿠에|이와이 유키코|카가와 테루유키|,19.94668544, ,4.825283954,,1.186820997,,16.58469,a,16.58469,a
744,언브로큰,안젤리나 졸리,유니버설픽쳐스인터내셔널 코리아(유),2015-01-07,미국,401,256475,액션,15세이상관람가,8.31,도널 글리슨|가렛 헤드룬드|알렉스 러셀|잭 오코넬|제이 코트니|핀 위트록|,12.36267795, ,5.185249913,,2.353224885,,7.81252,a,7.81252,b
746,밤의 여왕,김제영,(주)인벤트스톤,2013-10-17,한국,333,252475,멜로/로맨스,15세이상관람가,6.89,김민정|천정명|,2.334285822, ,4.898468916,,0.723544983,,1.16954,d,Na,Na
747,노벰버 맨,로저 도널드슨,롯데쇼핑㈜롯데엔터테인먼트,2014-10-16,미국,395,252444,액션,15세이상관람가,7.47,피어스 브로스넌|올가 쿠릴렌코|루크 브레이시|,16.50288644, ,4.913589401,,1.992455235,,11.42832,a,11.42832,a
748,비밀은 없다,이경미,씨제이이앤엠(주),2016-06-23,한국,502,250650,스릴러,청소년관람불가,6.51,손예진|김주혁|,19.94668544, ,8.306854897,d,0.871939002,,16.58469,a,16.58469,a
749,소셜포비아,홍석재,CGV아트하우스,2015-03-12,한국,368,248215,스릴러,15세이상관람가,7.87,변요한|이주승|류준열|하윤경|유대형|박근록|오희준|임지호|김용준|정재우|,4.951322077, ,5.658951952,,1.970988353,,2.77701,c,2.77701,d
750,적과의 동침,박건용,(주)쇼박스,2011-04-27,한국,391,243094,드라마,12세이상관람가,7.53,김주혁|정려원|유해진|,7.542282897, ,8.671910138,d,0,,9.42794,a,9.42794,a
751,툼스톤,스콧 프랭크,(주)인벤트스톤,2014-09-18,미국,378,242707,액션,청소년관람불가,7.56,리암 니슨|댄 스티븐스|보이드 홀브룩|,2.334285822, ,6.10255652,,2.397061794,,1.16954,d,Na,Na
753,캡틴 필립스,폴 그린그래스,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-10-23,미국,302,241514,액션,15세이상관람가,9.04,톰 행크스|캐서린 키너|바크하드 압디|바크하드 압디라만|파이살 아메드|마핫 M. 알리|,3.693503506, ,5.166785018,,3.091504585,e,3.6996,c,3.6996,c
754,창문 넘어 도망친 100세 노인,플렉스 할그렌,(주)영화사 빅,2014-06-18,스웨덴,300,240990,어드벤처,15세이상관람가,7.82,로버트 구스타프슨|이와 위클란더|,4.699094781, ,4.800765637,,1.523863719,,Na,Na,2.04346,d
